timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,source_id
2010-02-01T00Z,0.2,,,1,,,96877
2010-02-01T01Z,0.1,,,1,,,96877
2010-02-01T02Z,0.1,,,1,,,96877
2010-02-01T03Z,0.1,,,1,,,96877
2010-02-01T04Z,0.0,,,1,,,96877
2010-02-01T05Z,0.0,,,1,,,96877
2010-02-01T06Z,0.0,,,1,,,96877
2010-02-01T07Z,0.0,,,1,,,96877
2010-02-01T08Z,0.0,,,1,,,96877
2010-02-01T09Z,0.0,,,1,,,96877
2010-02-01T10Z,0.0,,,1,,,96877
2010-02-01T11Z,0.0,,,1,,,96877
2010-02-01T12Z,0.0,,,1,,,96877
2010-02-01T13Z,0.0,,,1,,,96877
2010-02-01T14Z,0.0,,,1,,,96877
2010-02-01T15Z,0.0,,,1,,,96877
2010-02-01T16Z,0.0,,,1,,,96877
2010-02-01T17Z,0.0,,,1,,,96877
2010-02-01T18Z,0.0,,,1,,,96877
2010-02-01T19Z,0.0,,,1,,,96877
2010-02-01T20Z,0.0,,,1,,,96877
2010-02-01T21Z,0.0,,,1,,,96877
2010-02-01T22Z,0.0,,,1,,,96877
2010-02-01T23Z,0.0,,,1,,,96877
2010-02-02T00Z,0.0,,,1,,,96877
2010-02-02T01Z,0.3,,,1,,,96877
2010-02-02T02Z,0.2,,,1,,,96877
2010-02-02T03Z,0.5,,,1,,,96877
2010-02-02T04Z,0.1,,,1,,,96877
2010-02-02T05Z,0.0,,,1,,,96877
2010-02-02T06Z,0.0,,,1,,,96877
2010-02-02T07Z,0.0,,,1,,,96877
2010-02-02T08Z,0.0,,,1,,,96877
2010-02-02T09Z,0.0,,,1,,,96877
2010-02-02T10Z,0.0,,,1,,,96877
2010-02-02T11Z,0.0,,,1,,,96877
2010-02-02T12Z,0.0,,,1,,,96877
2010-02-02T13Z,0.0,,,1,,,96877
2010-02-02T14Z,0.0,,,1,,,96877
2010-02-02T15Z,0.0,,,1,,,96877
2010-02-02T16Z,0.0,,,1,,,96877
2010-02-02T17Z,0.0,,,1,,,96877
2010-02-02T18Z,0.0,,,1,,,96877
2010-02-02T19Z,0.0,,,1,,,96877
2010-02-02T20Z,0.0,,,1,,,96877
2010-02-02T21Z,0.0,,,1,,,96877
2010-02-02T22Z,0.0,,,1,,,96877
2010-02-02T23Z,0.0,,,1,,,96877
2010-02-03T00Z,0.0,,,1,,,96877
2010-02-03T01Z,0.0,,,1,,,96877
2010-02-03T02Z,0.0,,,1,,,96877
2010-02-03T03Z,0.0,,,1,,,96877
2010-02-03T04Z,0.0,,,1,,,96877
2010-02-03T05Z,0.0,,,1,,,96877
2010-02-03T06Z,0.0,,,1,,,96877
2010-02-03T07Z,0.3,,,1,,,96877
2010-02-03T08Z,1.4,,,1,,,96877
2010-02-03T09Z,1.7,,,1,,,96877
2010-02-03T10Z,1.9,,,1,,,96877
2010-02-03T11Z,1.9,,,1,,,96877
2010-02-03T12Z,1.9,,,1,,,96877
2010-02-03T13Z,2.2,,,1,,,96877
2010-02-03T14Z,1.3,,,1,,,96877
2010-02-03T15Z,1.2,,,1,,,96877
2010-02-03T16Z,0.0,,,1,,,96877
2010-02-03T17Z,0.0,,,1,,,96877
2010-02-03T18Z,0.0,,,1,,,96877
2010-02-03T19Z,0.0,,,1,,,96877
2010-02-03T20Z,0.0,,,1,,,96877
2010-02-03T21Z,0.0,,,1,,,96877
2010-02-03T22Z,0.0,,,1,,,96877
2010-02-03T23Z,0.0,,,1,,,96877
2010-02-04T00Z,0.0,,,1,,,96877
2010-02-04T01Z,0.0,,,1,,,96877
2010-02-04T02Z,0.0,,,1,,,96877
2010-02-04T03Z,0.0,,,1,,,96877
2010-02-04T04Z,0.0,,,1,,,96877
2010-02-04T05Z,0.0,,,1,,,96877
2010-02-04T06Z,0.0,,,1,,,96877
2010-02-04T07Z,0.0,,,1,,,96877
2010-02-04T08Z,0.0,,,1,,,96877
2010-02-04T09Z,0.0,,,1,,,96877
2010-02-04T10Z,0.0,,,1,,,96877
2010-02-04T11Z,0.0,,,1,,,96877
2010-02-04T12Z,0.0,,,1,,,96877
2010-02-04T13Z,0.0,,,1,,,96877
2010-02-04T14Z,0.0,,,1,,,96877
2010-02-04T15Z,0.0,,,1,,,96877
2010-02-04T16Z,0.0,,,1,,,96877
2010-02-04T17Z,0.0,,,1,,,96877
2010-02-04T18Z,0.0,,,1,,,96877
2010-02-04T19Z,0.0,,,1,,,96877
2010-02-04T20Z,0.0,,,1,,,96877
2010-02-04T21Z,0.0,,,1,,,96877
2010-02-04T22Z,0.0,,,1,,,96877
2010-02-04T23Z,0.0,,,1,,,96877
2010-02-05T00Z,0.0,,,1,,,96877
2010-02-05T01Z,0.0,,,1,,,96877
2010-02-05T02Z,0.0,,,1,,,96877
2010-02-05T03Z,0.0,,,1,,,96877
2010-02-05T04Z,0.0,,,1,,,96877
2010-02-05T05Z,0.0,,,1,,,96877
2010-02-05T06Z,0.0,,,1,,,96877
2010-02-05T07Z,0.0,,,1,,,96877
2010-02-05T08Z,0.0,,,1,,,96877
2010-02-05T09Z,0.0,,,1,,,96877
2010-02-05T10Z,0.0,,,1,,,96877
2010-02-05T11Z,0.0,,,1,,,96877
2010-02-05T12Z,0.0,,,1,,,96877
2010-02-05T13Z,0.0,,,1,,,96877
2010-02-05T14Z,0.0,,,1,,,96877
2010-02-05T15Z,0.0,,,1,,,96877
2010-02-05T16Z,0.0,,,1,,,96877
2010-02-05T17Z,0.0,,,1,,,96877
2010-02-05T18Z,0.0,,,1,,,96877
2010-02-05T19Z,0.0,,,1,,,96877
2010-02-05T20Z,0.3,,,1,,,96877
2010-02-05T21Z,1.7,,,1,,,96877
2010-02-05T22Z,1.1,,,1,,,96877
2010-02-05T23Z,0.9,,,1,,,96877
2010-02-06T00Z,0.5,,,1,,,96877
2010-02-06T01Z,0.3,,,1,,,96877
2010-02-06T02Z,0.6,,,1,,,96877
2010-02-06T03Z,1.4,,,1,,,96877
2010-02-06T04Z,1.6,,,1,,,96877
2010-02-06T05Z,1.5,,,1,,,96877
2010-02-06T06Z,0.5,,,1,,,96877
2010-02-06T07Z,1.3,,,1,,,96877
2010-02-06T08Z,1.1,,,1,,,96877
2010-02-06T09Z,1.4,,,1,,,96877
2010-02-06T10Z,1.0,,,1,,,96877
2010-02-06T11Z,0.7,,,1,,,96877
2010-02-06T12Z,0.5,,,1,,,96877
2010-02-06T13Z,0.7,,,1,,,96877
2010-02-06T14Z,0.5,,,1,,,96877
2010-02-06T15Z,0.4,,,1,,,96877
2010-02-06T16Z,0.6,,,1,,,96877
2010-02-06T17Z,0.3,,,1,,,96877
2010-02-06T18Z,0.1,,,1,,,96877
2010-02-06T19Z,0.3,,,1,,,96877
2010-02-06T20Z,0.4,,,1,,,96877
2010-02-06T21Z,0.9,,,1,,,96877
2010-02-06T22Z,0.6,,,1,,,96877
2010-02-06T23Z,0.7,,,1,,,96877
2010-02-07T00Z,0.5,,,1,,,96877
2010-02-07T01Z,0.4,,,1,,,96877
2010-02-07T02Z,0.1,,,1,,,96877
2010-02-07T03Z,0.3,,,1,,,96877
2010-02-07T04Z,0.1,,,1,,,96877
2010-02-07T05Z,0.1,,,1,,,96877
2010-02-07T06Z,0.1,,,1,,,96877
2010-02-07T07Z,0.0,,,1,,,96877
2010-02-07T08Z,0.1,,,1,,,96877
2010-02-07T09Z,0.1,,,1,,,96877
2010-02-07T10Z,0.0,,,1,,,96877
2010-02-07T11Z,0.0,,,1,,,96877
2010-02-07T12Z,0.0,,,1,,,96877
2010-02-07T13Z,0.0,,,1,,,96877
2010-02-07T14Z,0.0,,,1,,,96877
2010-02-07T15Z,0.0,,,1,,,96877
2010-02-07T16Z,0.0,,,1,,,96877
2010-02-07T17Z,0.0,,,1,,,96877
2010-02-07T18Z,0.0,,,1,,,96877
2010-02-07T19Z,0.0,,,1,,,96877
2010-02-07T20Z,0.0,,,1,,,96877
2010-02-07T21Z,0.0,,,1,,,96877
2010-02-07T22Z,0.0,,,1,,,96877
2010-02-07T23Z,0.0,,,1,,,96877
2010-02-08T00Z,0.0,,,1,,,96877
2010-02-08T01Z,0.0,,,1,,,96877
2010-02-08T02Z,0.0,,,1,,,96877
2010-02-08T03Z,0.0,,,1,,,96877
2010-02-08T04Z,0.0,,,1,,,96877
2010-02-08T05Z,0.0,,,1,,,96877
2010-02-08T06Z,0.0,,,1,,,96877
2010-02-08T07Z,0.0,,,1,,,96877
2010-02-08T08Z,0.0,,,1,,,96877
2010-02-08T09Z,0.0,,,1,,,96877
2010-02-08T10Z,0.0,,,1,,,96877
2010-02-08T11Z,0.0,,,1,,,96877
2010-02-08T12Z,0.0,,,1,,,96877
2010-02-08T13Z,0.0,,,1,,,96877
2010-02-08T14Z,0.0,,,1,,,96877
2010-02-08T15Z,0.0,,,1,,,96877
2010-02-08T16Z,0.0,,,1,,,96877
2010-02-08T17Z,0.0,,,1,,,96877
2010-02-08T18Z,0.0,,,1,,,96877
2010-02-08T19Z,0.0,,,1,,,96877
2010-02-08T20Z,0.0,,,1,,,96877
2010-02-08T21Z,0.0,,,1,,,96877
2010-02-08T22Z,0.0,,,1,,,96877
2010-02-08T23Z,0.0,,,1,,,96877
2010-02-09T00Z,0.0,,,1,,,96877
2010-02-09T01Z,0.0,,,1,,,96877
2010-02-09T02Z,0.0,,,1,,,96877
2010-02-09T03Z,0.0,,,1,,,96877
2010-02-09T04Z,0.0,,,1,,,96877
2010-02-09T05Z,0.0,,,1,,,96877
2010-02-09T06Z,0.0,,,1,,,96877
2010-02-09T07Z,0.0,,,1,,,96877
2010-02-09T08Z,0.0,,,1,,,96877
2010-02-09T09Z,0.0,,,1,,,96877
2010-02-09T10Z,0.0,,,1,,,96877
2010-02-09T11Z,0.0,,,1,,,96877
2010-02-09T12Z,0.0,,,1,,,96877
2010-02-09T13Z,0.0,,,1,,,96877
2010-02-09T14Z,0.0,,,1,,,96877
2010-02-09T15Z,0.0,,,1,,,96877
2010-02-09T16Z,0.0,,,1,,,96877
2010-02-09T17Z,0.0,,,1,,,96877
2010-02-09T18Z,0.0,,,1,,,96877
2010-02-09T19Z,0.0,,,1,,,96877
2010-02-09T20Z,0.0,,,1,,,96877
2010-02-09T21Z,0.0,,,1,,,96877
2010-02-09T22Z,0.0,,,1,,,96877
2010-02-09T23Z,0.0,,,1,,,96877
2010-02-10T00Z,0.0,,,1,,,96877
2010-02-10T01Z,0.0,,,1,,,96877
2010-02-10T02Z,0.0,,,1,,,96877
2010-02-10T03Z,0.0,,,1,,,96877
2010-02-10T04Z,0.0,,,1,,,96877
2010-02-10T05Z,0.0,,,1,,,96877
2010-02-10T06Z,0.0,,,1,,,96877
2010-02-10T07Z,0.0,,,1,,,96877
2010-02-10T08Z,0.0,,,1,,,96877
2010-02-10T09Z,0.0,,,1,,,96877
2010-02-10T10Z,0.0,,,1,,,96877
2010-02-10T11Z,0.0,,,1,,,96877
2010-02-10T12Z,0.0,,,1,,,96877
2010-02-10T13Z,0.2,,,1,,,96877
2010-02-10T14Z,0.1,,,1,,,96877
2010-02-10T15Z,0.4,,,1,,,96877
2010-02-10T16Z,0.4,,,1,,,96877
2010-02-10T17Z,0.3,,,1,,,96877
2010-02-10T18Z,0.6,,,1,,,96877
2010-02-10T19Z,0.8,,,1,,,96877
2010-02-10T20Z,0.9,,,1,,,96877
2010-02-10T21Z,0.5,,,1,,,96877
2010-02-10T22Z,0.3,,,1,,,96877
2010-02-10T23Z,0.2,,,1,,,96877
2010-02-11T00Z,0.3,,,1,,,96877
2010-02-11T01Z,0.2,,,1,,,96877
2010-02-11T02Z,0.2,,,1,,,96877
2010-02-11T03Z,0.0,,,1,,,96877
2010-02-11T04Z,0.2,,,1,,,96877
2010-02-11T05Z,0.3,,,1,,,96877
2010-02-11T06Z,0.2,,,1,,,96877
2010-02-11T07Z,0.2,,,1,,,96877
2010-02-11T08Z,0.1,,,1,,,96877
2010-02-11T09Z,0.4,,,1,,,96877
2010-02-11T10Z,0.3,,,1,,,96877
2010-02-11T11Z,0.1,,,1,,,96877
2010-02-11T12Z,0.0,,,1,,,96877
2010-02-11T13Z,0.0,,,1,,,96877
2010-02-11T14Z,0.0,,,1,,,96877
2010-02-11T15Z,0.0,,,1,,,96877
2010-02-11T16Z,0.1,,,1,,,96877
2010-02-11T17Z,0.4,,,1,,,96877
2010-02-11T18Z,0.0,,,1,,,96877
2010-02-11T19Z,0.0,,,1,,,96877
2010-02-11T20Z,0.0,,,1,,,96877
2010-02-11T21Z,0.0,,,1,,,96877
2010-02-11T22Z,0.0,,,1,,,96877
2010-02-11T23Z,0.0,,,1,,,96877
2010-02-12T00Z,0.0,,,1,,,96877
2010-02-12T01Z,0.0,,,1,,,96877
2010-02-12T02Z,0.0,,,1,,,96877
2010-02-12T03Z,0.0,,,1,,,96877
2010-02-12T04Z,0.0,,,1,,,96877
2010-02-12T05Z,0.0,,,1,,,96877
2010-02-12T06Z,0.0,,,1,,,96877
2010-02-12T07Z,0.0,,,1,,,96877
2010-02-12T08Z,0.0,,,1,,,96877
2010-02-12T09Z,0.0,,,1,,,96877
2010-02-12T10Z,0.0,,,1,,,96877
2010-02-12T11Z,0.0,,,1,,,96877
2010-02-12T12Z,0.0,,,1,,,96877
2010-02-12T13Z,0.0,,,1,,,96877
2010-02-12T14Z,0.0,,,1,,,96877
2010-02-12T15Z,0.0,,,1,,,96877
2010-02-12T16Z,0.0,,,1,,,96877
2010-02-12T17Z,0.0,,,1,,,96877
2010-02-12T18Z,0.0,,,1,,,96877
2010-02-12T19Z,0.0,,,1,,,96877
2010-02-12T20Z,0.0,,,1,,,96877
2010-02-12T21Z,0.0,,,1,,,96877
2010-02-12T22Z,0.0,,,1,,,96877
2010-02-12T23Z,0.0,,,1,,,96877
2010-02-13T00Z,0.0,,,1,,,96877
2010-02-13T01Z,0.0,,,1,,,96877
2010-02-13T02Z,0.0,,,1,,,96877
2010-02-13T03Z,0.0,,,1,,,96877
2010-02-13T04Z,0.0,,,1,,,96877
2010-02-13T05Z,0.0,,,1,,,96877
2010-02-13T06Z,0.0,,,1,,,96877
2010-02-13T07Z,0.0,,,1,,,96877
2010-02-13T08Z,0.0,,,1,,,96877
2010-02-13T09Z,0.0,,,1,,,96877
2010-02-13T10Z,0.0,,,1,,,96877
2010-02-13T11Z,0.0,,,1,,,96877
2010-02-13T12Z,0.0,,,1,,,96877
2010-02-13T13Z,0.0,,,1,,,96877
2010-02-13T14Z,0.0,,,1,,,96877
2010-02-13T15Z,0.0,,,1,,,96877
2010-02-13T16Z,0.0,,,1,,,96877
2010-02-13T17Z,0.0,,,1,,,96877
2010-02-13T18Z,0.0,,,1,,,96877
2010-02-13T19Z,0.0,,,1,,,96877
2010-02-13T20Z,0.0,,,1,,,96877
2010-02-13T21Z,0.0,,,1,,,96877
2010-02-13T22Z,0.0,,,1,,,96877
2010-02-13T23Z,0.0,,,1,,,96877
2010-02-14T00Z,0.0,,,1,,,96877
2010-02-14T01Z,0.0,,,1,,,96877
2010-02-14T02Z,0.0,,,1,,,96877
2010-02-14T03Z,0.0,,,1,,,96877
2010-02-14T04Z,0.0,,,1,,,96877
2010-02-14T05Z,0.0,,,1,,,96877
2010-02-14T06Z,0.0,,,1,,,96877
2010-02-14T07Z,0.0,,,1,,,96877
2010-02-14T08Z,0.0,,,1,,,96877
2010-02-14T09Z,0.0,,,1,,,96877
2010-02-14T10Z,0.0,,,1,,,96877
2010-02-14T11Z,0.0,,,1,,,96877
2010-02-14T12Z,0.0,,,1,,,96877
2010-02-14T13Z,0.0,,,1,,,96877
2010-02-14T14Z,0.0,,,1,,,96877
2010-02-14T15Z,0.0,,,1,,,96877
2010-02-14T16Z,0.0,,,1,,,96877
2010-02-14T17Z,0.0,,,1,,,96877
2010-02-14T18Z,0.0,,,1,,,96877
2010-02-14T19Z,0.0,,,1,,,96877
2010-02-14T20Z,0.0,,,1,,,96877
2010-02-14T21Z,0.0,,,1,,,96877
2010-02-14T22Z,0.0,,,1,,,96877
2010-02-14T23Z,0.0,,,1,,,96877
2010-02-15T00Z,0.0,,,1,,,96877
2010-02-15T01Z,0.0,,,1,,,96877
2010-02-15T02Z,0.0,,,1,,,96877
2010-02-15T03Z,0.0,,,1,,,96877
2010-02-15T04Z,0.0,,,1,,,96877
2010-02-15T05Z,0.0,,,1,,,96877
2010-02-15T06Z,0.0,,,1,,,96877
2010-02-15T07Z,0.0,,,1,,,96877
2010-02-15T08Z,0.0,,,1,,,96877
2010-02-15T09Z,0.0,,,1,,,96877
2010-02-15T10Z,0.0,,,1,,,96877
2010-02-15T11Z,0.0,,,1,,,96877
2010-02-15T12Z,0.0,,,1,,,96877
2010-02-15T13Z,0.0,,,1,,,96877
2010-02-15T14Z,0.0,,,1,,,96877
2010-02-15T15Z,0.0,,,1,,,96877
2010-02-15T16Z,0.0,,,1,,,96877
2010-02-15T17Z,0.0,,,1,,,96877
2010-02-15T18Z,0.0,,,1,,,96877
2010-02-15T19Z,0.0,,,1,,,96877
2010-02-15T20Z,0.0,,,1,,,96877
2010-02-15T21Z,0.0,,,1,,,96877
2010-02-15T22Z,0.0,,,1,,,96877
2010-02-15T23Z,0.0,,,1,,,96877
