timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,source_id,station,unit
2012-10-03 01:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 02:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 03:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 04:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 05:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 06:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 07:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 08:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 09:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 10:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 11:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 12:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 13:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 14:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 15:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 16:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 17:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 18:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 19:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 20:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 21:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 22:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-03 23:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-04 00:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-04 01:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-04 02:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-04 03:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-04 04:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-04 05:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-04 06:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 07:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 08:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 09:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 10:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 11:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 12:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 13:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 14:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 15:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 16:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 17:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 18:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 19:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 20:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 21:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 22:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-05 23:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 00:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 01:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 02:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 03:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 04:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 05:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 06:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 07:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 08:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 09:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 10:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 11:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 12:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 13:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 14:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 15:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 16:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 17:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 18:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 19:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 20:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 21:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 22:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-06 23:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-07 00:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-07 01:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-07 02:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-07 03:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-07 04:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-07 05:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-07 06:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 07:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 08:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 09:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 10:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 11:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 12:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 13:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 14:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 15:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 16:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 17:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 18:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 19:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 20:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 21:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 22:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-13 23:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 00:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 01:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 02:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 03:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 04:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 05:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 06:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 07:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 08:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 09:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 10:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 11:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 12:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 13:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 14:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 15:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 16:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 17:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 18:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 19:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 20:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 21:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 22:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-14 23:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-15 00:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-15 01:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-15 02:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-15 03:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-15 04:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-15 05:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-15 06:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
2012-10-16 07:00:00+00:00,0.0,0.0,0.0,1,0,0,334539,06342,mm
