timestamp,source_id,precipitation,pressure_msl,sunshine,temperature,wind_direction,wind_speed,cloud_cover,dew_point,relative_humidity,visibility,wind_gust_direction,wind_gust_speed,condition,precipitation_probability,precipitation_probability_6h,solar,icon,archive_timestamp
2026-06-01 11:00:00+00:00,202203,0.0,1016.6,17.0,19.3,283,11.1,83,11.4,,57800,,25.9,dry,15,,0.567,cloudy,2026-06-01T10:03:02+00:00
2026-06-01 12:00:00+00:00,202203,0.0,1016.4,24.0,20.1,286,11.1,74,11.3,,60500,,25.9,dry,12,35.0,0.639,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 13:00:00+00:00,202203,0.0,1015.8,29.0,20.8,294,11.1,71,10.9,,63900,,27.8,dry,6,,0.644,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 14:00:00+00:00,202203,0.0,1015.4,33.0,21.4,300,11.1,68,10.6,,67300,,25.9,dry,3,,0.614,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 15:00:00+00:00,202203,0.0,1014.9,37.0,21.8,306,11.1,66,10.2,,70500,,24.1,dry,2,,0.556,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 16:00:00+00:00,202203,0.0,1014.5,38.0,21.8,309,9.3,67,9.9,,72700,,22.2,dry,1,,0.428,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 17:00:00+00:00,202203,0.0,1014.4,37.0,21.2,303,9.3,66,9.6,,76000,,20.4,dry,1,,0.286,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 18:00:00+00:00,202203,0.0,1014.3,31.0,20.4,322,7.4,62,9.8,,70800,,16.7,dry,1,15.0,0.153,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 19:00:00+00:00,202203,0.0,1014.4,21.0,19.3,106,5.5,60,10.1,,67400,,14.8,dry,1,,0.044,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-01 20:00:00+00:00,202203,0.0,1014.7,8.0,18.0,132,5.5,62,10.6,,65100,,13.0,dry,0,,0.003,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-01 21:00:00+00:00,202203,0.0,1014.8,0.0,16.8,137,5.5,58,11.0,,62500,,11.1,dry,1,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-01 22:00:00+00:00,202203,0.0,1014.6,0.0,16.0,140,5.5,57,11.4,,59200,,11.1,dry,1,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-01 23:00:00+00:00,202203,0.0,1014.4,0.0,15.3,140,5.5,58,11.4,,57900,,11.1,dry,1,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-02 00:00:00+00:00,202203,0.0,1014.1,0.0,14.5,138,5.5,64,11.2,,54100,,11.1,dry,1,0.0,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-02 01:00:00+00:00,202203,0.0,1013.6,0.0,13.8,139,5.5,63,10.9,,55100,,11.1,dry,1,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-02 02:00:00+00:00,202203,0.0,1013.2,0.0,13.4,139,5.5,66,10.8,,51500,,11.1,dry,1,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-02 03:00:00+00:00,202203,0.0,1012.9,0.0,13.2,145,5.5,68,10.7,,50600,,9.3,dry,1,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-02 04:00:00+00:00,202203,0.0,1012.5,12.0,13.6,143,5.5,70,10.6,,46600,,11.1,dry,1,,0.008,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-02 05:00:00+00:00,202203,0.0,1012.0,22.0,14.6,140,5.5,73,10.7,,47100,,11.1,dry,1,,0.067,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-02 06:00:00+00:00,202203,0.0,1011.6,27.0,16.2,138,5.5,77,10.8,,48600,,11.1,dry,2,1.0,0.169,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-02 07:00:00+00:00,202203,0.0,1011.0,33.0,18.1,129,5.5,80,10.7,,50300,,13.0,dry,2,,0.3,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 08:00:00+00:00,202203,0.0,1010.4,34.0,19.5,128,5.5,82,10.5,,46200,,14.8,dry,1,,0.425,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 09:00:00+00:00,202203,0.0,1009.8,35.0,20.6,253,7.4,87,10.5,,51000,,14.8,dry,1,,0.522,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 10:00:00+00:00,202203,0.0,1009.3,33.0,21.4,281,7.4,87,10.5,,57700,,18.5,dry,1,,0.608,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 11:00:00+00:00,202203,0.0,1008.9,31.0,21.9,267,9.3,92,10.6,,61500,,22.2,dry,4,,0.628,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 12:00:00+00:00,202203,0.0,1008.3,27.0,22.0,238,11.1,94,10.8,,66800,,24.1,dry,9,8.0,0.622,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 13:00:00+00:00,202203,0.0,1007.8,23.0,22.0,183,11.1,94,11.0,,61000,,24.1,dry,13,,0.561,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 14:00:00+00:00,202203,0.3,1007.3,22.0,21.8,148,11.1,95,11.3,,64300,,25.9,rain,19,,0.481,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 15:00:00+00:00,202203,0.4,1007.0,18.0,21.2,150,11.1,96,11.5,,62300,,24.1,rain,22,,0.394,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 16:00:00+00:00,202203,0.5,1006.7,14.0,20.4,156,11.1,98,11.5,,60000,,25.9,rain,30,,0.264,cloudy,2026-06-01T10:03:02+00:00
2026-06-02 17:00:00+00:00,202203,0.6,1006.5,9.0,19.6,169,11.1,99,11.9,,56600,,24.1,rain,40,,0.147,rain,2026-06-01T10:03:02+00:00
2026-06-02 18:00:00+00:00,202203,0.8,1006.8,4.0,18.6,195,11.1,100,12.0,,54300,,25.9,rain,44,63.0,0.072,rain,2026-06-01T10:03:02+00:00
2026-06-02 19:00:00+00:00,202203,0.9,1007.2,0.0,17.6,199,11.1,100,12.2,,47000,,25.9,rain,45,,0.017,rain,2026-06-01T10:03:02+00:00
2026-06-02 20:00:00+00:00,202203,0.9,1008.1,0.0,16.4,218,13.0,100,12.2,,46100,,27.8,rain,48,,0.003,rain,2026-06-01T10:03:02+00:00
2026-06-02 21:00:00+00:00,202203,1.1,1009.0,0.0,15.5,231,13.0,100,11.9,,45200,,29.6,rain,56,,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-02 22:00:00+00:00,202203,0.9,1009.7,0.0,14.8,236,13.0,100,11.7,,44800,,29.6,rain,58,,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-02 23:00:00+00:00,202203,1.0,1009.9,0.0,14.2,238,13.0,100,11.5,,46800,,29.6,rain,59,,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-03 00:00:00+00:00,202203,0.7,1010.0,0.0,13.8,241,13.0,100,11.3,,44600,,29.6,rain,62,79.0,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-03 01:00:00+00:00,202203,0.4,1010.2,0.0,13.3,243,13.0,100,11.2,,45400,,27.8,rain,60,,0.0,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 02:00:00+00:00,202203,0.4,1010.5,0.0,13.0,246,14.8,100,10.8,,50900,,29.6,rain,51,,0.0,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 03:00:00+00:00,202203,0.3,1010.8,0.0,12.8,248,14.8,100,10.5,,50900,,29.6,rain,48,,0.0,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 04:00:00+00:00,202203,0.3,1011.1,0.0,12.6,250,14.8,100,10.3,,50800,,29.6,rain,39,,0.006,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 05:00:00+00:00,202203,0.3,1011.3,0.0,12.6,251,14.8,100,10.3,,51100,,29.6,rain,35,,0.033,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 06:00:00+00:00,202203,0.2,1011.6,0.0,12.8,254,14.8,100,10.0,,51300,,31.5,rain,32,71.0,0.092,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 07:00:00+00:00,202203,0.2,1011.7,2.0,13.4,258,16.7,100,10.0,,56400,,33.3,rain,31,,0.169,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 08:00:00+00:00,202203,0.2,1012.0,3.0,14.2,262,16.7,100,9.8,,58000,,33.3,rain,27,,0.258,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 09:00:00+00:00,202203,0.3,1012.0,5.0,14.9,263,16.7,100,9.6,,61800,,33.3,rain,30,,0.35,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 10:00:00+00:00,202203,0.3,1012.0,8.0,15.3,264,16.7,100,9.4,,66400,,33.3,rain,30,,0.419,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 11:00:00+00:00,202203,0.2,1012.0,10.0,15.6,264,16.7,99,9.2,,67400,,35.2,rain,29,,0.486,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 12:00:00+00:00,202203,0.2,1012.1,11.0,16.2,265,18.5,97,9.0,,67500,,37.0,rain,29,68.0,0.519,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 13:00:00+00:00,202203,0.5,1012.0,15.0,16.8,265,16.7,95,9.0,,66800,,37.0,rain,30,,0.525,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 14:00:00+00:00,202203,0.5,1011.8,16.0,17.0,263,16.7,93,8.8,,66400,,37.0,rain,25,,0.494,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 15:00:00+00:00,202203,0.0,1011.6,18.0,17.0,262,16.7,88,8.8,,65500,,35.2,dry,21,,0.431,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 16:00:00+00:00,202203,0.0,1011.8,21.0,16.9,260,16.7,82,8.7,,67700,,35.2,dry,18,,0.358,cloudy,2026-06-01T10:03:02+00:00
2026-06-03 17:00:00+00:00,202203,0.0,1012.0,23.0,16.6,256,14.8,76,8.6,,63100,,33.3,dry,19,,0.244,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-03 18:00:00+00:00,202203,0.0,1012.4,21.0,16.1,251,13.0,70,8.9,,60300,,29.6,dry,13,48.0,0.136,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-03 19:00:00+00:00,202203,0.0,1012.6,16.0,15.5,241,11.1,68,9.2,,60800,,24.1,dry,13,,0.036,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-03 20:00:00+00:00,202203,0.0,1013.1,8.0,15.1,232,11.1,65,9.3,,59900,,22.2,dry,13,,0.003,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-03 21:00:00+00:00,202203,0.0,1013.3,0.0,14.5,225,9.3,63,9.3,,62900,,20.4,dry,6,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-03 22:00:00+00:00,202203,0.0,1013.4,0.0,14.1,222,9.3,63,9.4,,68000,,18.5,dry,4,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-03 23:00:00+00:00,202203,0.0,1013.2,0.0,13.8,218,9.3,62,9.1,,70800,,18.5,dry,2,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-04 00:00:00+00:00,202203,0.0,1012.9,0.0,13.5,212,9.3,62,9.1,,71500,,18.5,dry,1,15.0,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-04 01:00:00+00:00,202203,0.0,1012.6,0.0,13.3,214,9.3,62,8.9,,77000,,16.7,dry,1,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-04 02:00:00+00:00,202203,0.0,1012.4,0.0,13.1,211,9.3,60,8.8,,80300,,16.7,dry,0,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-04 03:00:00+00:00,202203,0.0,1012.2,0.0,13.0,208,7.4,53,8.7,,85100,,16.7,dry,0,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-04 04:00:00+00:00,202203,0.0,1011.9,16.0,13.3,206,7.4,52,8.6,,87100,,14.8,dry,1,,0.008,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 05:00:00+00:00,202203,0.0,1011.6,30.0,14.3,207,9.3,51,8.7,,80500,,16.7,dry,2,,0.072,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 06:00:00+00:00,202203,0.0,1011.0,38.0,15.8,211,9.3,54,8.7,,69900,,16.7,dry,3,3.0,0.192,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 07:00:00+00:00,202203,0.0,1010.4,46.0,17.7,216,9.3,55,8.6,,70400,,18.5,dry,1,,0.35,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 08:00:00+00:00,202203,0.0,1009.8,47.0,19.5,225,9.3,54,8.2,,64500,,20.4,dry,3,,0.494,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 09:00:00+00:00,202203,0.0,1009.3,45.0,20.7,241,11.1,58,8.0,,66400,,22.2,dry,3,,0.6,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 10:00:00+00:00,202203,0.0,1008.6,44.0,21.5,256,11.1,59,7.8,,68800,,24.1,dry,2,,0.667,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 11:00:00+00:00,202203,0.0,1007.9,42.0,22.1,261,11.1,63,7.7,,71200,,25.9,dry,4,,0.697,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 12:00:00+00:00,202203,0.0,1007.6,38.0,22.1,264,13.0,78,7.8,,68600,,27.8,dry,5,12.0,0.681,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-04 13:00:00+00:00,202203,0.0,1007.2,36.0,21.9,272,13.0,85,7.9,,69600,,29.6,dry,5,,0.65,cloudy,2026-06-01T10:03:02+00:00
2026-06-04 14:00:00+00:00,202203,0.3,1007.1,33.0,21.8,274,13.0,88,8.1,,70600,,29.6,rain,10,,0.556,cloudy,2026-06-01T10:03:02+00:00
2026-06-04 15:00:00+00:00,202203,0.4,1007.1,28.0,21.3,272,13.0,94,8.5,,69800,,29.6,rain,13,,0.433,cloudy,2026-06-01T10:03:02+00:00
2026-06-04 16:00:00+00:00,202203,0.4,1007.2,23.0,20.6,270,13.0,96,9.0,,74200,,29.6,rain,19,,0.311,cloudy,2026-06-01T10:03:02+00:00
2026-06-04 17:00:00+00:00,202203,0.5,1007.4,18.0,19.8,266,13.0,99,9.3,,74100,,27.8,rain,27,,0.194,cloudy,2026-06-01T10:03:02+00:00
2026-06-04 18:00:00+00:00,202203,0.6,1007.7,10.0,18.6,257,11.1,100,9.9,,74000,,25.9,rain,34,57.0,0.103,rain,2026-06-01T10:03:02+00:00
2026-06-04 19:00:00+00:00,202203,0.6,1008.2,5.0,17.6,246,11.1,100,10.2,,76000,,25.9,rain,38,,0.022,rain,2026-06-01T10:03:02+00:00
2026-06-04 20:00:00+00:00,202203,0.7,1008.7,2.0,16.6,234,11.1,99,10.4,,75600,,24.1,rain,39,,0.003,rain,2026-06-01T10:03:02+00:00
2026-06-04 21:00:00+00:00,202203,0.8,1009.2,0.0,15.7,232,11.1,99,10.6,,74300,,24.1,rain,37,,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-04 22:00:00+00:00,202203,0.5,1009.6,0.0,15.2,231,11.1,100,10.7,,74200,,24.1,rain,39,,0.0,cloudy,2026-06-01T10:03:02+00:00
2026-06-04 23:00:00+00:00,202203,0.6,1009.9,0.0,14.8,233,11.1,100,10.8,,71900,,24.1,rain,39,,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-05 00:00:00+00:00,202203,0.6,1010.3,0.0,14.3,236,11.1,100,10.6,,73500,,24.1,rain,39,71.0,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-05 01:00:00+00:00,202203,0.6,1010.6,0.0,13.9,237,11.1,100,10.5,,74500,,22.2,rain,41,,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-05 02:00:00+00:00,202203,0.6,1011.2,0.0,13.5,236,11.1,100,10.4,,74100,,22.2,rain,44,,0.0,rain,2026-06-01T10:03:02+00:00
2026-06-05 03:00:00+00:00,202203,0.4,1011.8,0.0,13.1,238,11.1,100,10.2,,75900,,22.2,rain,36,,0.0,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 04:00:00+00:00,202203,0.4,1012.4,2.0,13.1,240,11.1,100,10.0,,72700,,22.2,rain,39,,0.006,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 05:00:00+00:00,202203,0.4,1012.6,4.0,13.1,241,11.1,100,9.9,,68200,,22.2,rain,32,,0.044,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 06:00:00+00:00,202203,0.3,1013.2,4.0,13.8,242,11.1,94,10.0,,71900,,22.2,rain,34,67.0,0.119,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 07:00:00+00:00,202203,0.8,1013.3,10.0,14.3,248,11.1,94,9.8,,71200,,24.1,rain,26,,0.222,rain,2026-06-01T10:03:02+00:00
2026-06-05 08:00:00+00:00,202203,0.9,1013.4,13.0,15.2,254,13.0,93,9.7,,67300,,25.9,rain,26,,0.331,rain,2026-06-01T10:03:02+00:00
2026-06-05 09:00:00+00:00,202203,0.0,1013.3,16.0,16.1,260,13.0,89,9.4,,62700,,25.9,dry,22,,0.419,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 10:00:00+00:00,202203,0.0,1013.3,15.0,16.6,266,13.0,88,9.2,,63800,,27.8,dry,21,,0.497,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 11:00:00+00:00,202203,0.0,1013.1,16.0,17.0,271,13.0,88,9.1,,64400,,27.8,dry,20,,0.539,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 12:00:00+00:00,202203,0.0,1013.1,19.0,17.4,273,11.1,87,8.9,,67900,,27.8,dry,21,47.0,0.572,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 13:00:00+00:00,202203,2.1,1012.8,20.0,17.7,273,11.1,84,8.8,,69700,,27.8,rain,22,,0.558,rain,2026-06-01T10:03:02+00:00
2026-06-05 14:00:00+00:00,202203,0.0,1012.8,21.0,18.1,282,11.1,82,8.8,,71100,,25.9,dry,15,,0.514,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 15:00:00+00:00,202203,0.0,1013.0,22.0,18.1,287,11.1,80,8.9,,72900,,25.9,dry,16,,0.442,cloudy,2026-06-01T10:03:02+00:00
2026-06-05 16:00:00+00:00,202203,0.0,1013.3,22.0,18.0,284,11.1,77,8.8,,70500,,25.9,dry,20,,0.336,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-05 17:00:00+00:00,202203,0.0,1013.8,22.0,17.4,288,9.3,75,8.8,,69900,,22.2,dry,16,,0.222,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-05 18:00:00+00:00,202203,0.0,1014.4,20.0,16.6,278,9.3,74,8.9,,65200,,20.4,dry,23,39.0,0.119,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-05 19:00:00+00:00,202203,0.0,1014.9,14.0,15.7,267,9.3,73,9.3,,65300,,18.5,dry,22,,0.036,partly-cloudy-day,2026-06-01T10:03:02+00:00
2026-06-05 20:00:00+00:00,202203,0.0,1015.6,7.0,14.7,250,7.4,70,9.6,,60900,,16.7,dry,17,,0.003,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-05 21:00:00+00:00,202203,0.0,1016.1,0.0,13.6,236,7.4,69,9.7,,57300,,14.8,dry,17,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-05 22:00:00+00:00,202203,0.0,1016.3,0.0,12.9,223,7.4,67,9.7,,55100,,14.8,dry,14,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-05 23:00:00+00:00,202203,0.0,1016.4,0.0,12.4,228,7.4,66,9.7,,54600,,13.0,dry,20,,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
2026-06-06 00:00:00+00:00,202203,0.0,1016.5,0.0,12.0,211,7.4,65,9.7,,53300,,13.0,dry,17,35.0,0.0,partly-cloudy-night,2026-06-01T10:03:02+00:00
