reference_time,kind,model_id,code_version,lead_lo,lead_hi,n,n_forecast,mae,rmse,bias,crps,mae_persistence,mae_diurnal,pit_mean,pit_le_q0.01,pit_le_q0.05,pit_le_q0.25,pit_le_q0.5,pit_le_q0.75,pit_le_q0.95,pit_le_q0.99,scored_at,schema_version
2026-06-21 10:00:00+00:00,live,,legacy,72,96,12,24,0.5281750000000006,0.6216718672086322,-0.5281750000000006,0.4042692674250001,,,0.6428757447611814,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,2026-09-10 11:12:56.935782+00:00,v1
2026-06-21 22:00:00+00:00,live,,legacy,72,96,24,24,1.595215166666667,1.643877916791801,-1.595215166666667,0.9961200998083335,,,0.8775802768644144,0.0,0.0,0.0,0.0,0.0,0.875,1.0,2026-09-10 11:12:56.941541+00:00,v1
2026-06-22 10:00:00+00:00,live,,legacy,48,72,12,24,0.6876136666666669,0.7200586281034113,-0.6876136666666669,0.422145349675,,,0.7214173061538696,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,2026-09-10 11:12:56.946730+00:00,v1
2026-06-22 10:00:00+00:00,live,,legacy,72,96,24,24,1.612094666666667,1.6310221807275236,-1.612094666666667,0.9995917435375,,,0.8673216909360549,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2026-09-10 11:12:56.946730+00:00,v1
2026-06-22 22:00:00+00:00,live,,legacy,48,72,24,24,1.0269996666666665,1.0720072009900785,-1.0269996666666665,0.6106765042291668,,,0.7903789987854147,0.0,0.0,0.0,0.0,0.25,1.0,1.0,2026-09-10 11:12:56.953731+00:00,v1
2026-06-22 22:00:00+00:00,live,,legacy,72,96,24,24,1.5303732916666668,1.5552486647891313,-1.5303732916666668,0.9395248476874999,,,0.8535089647084885,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2026-09-10 11:12:56.953731+00:00,v1
2026-06-23 10:00:00+00:00,live,,legacy,24,48,12,24,0.5891425,0.6264576458029704,-0.5891425,0.37698643215000005,,,0.7096247639014148,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,2026-09-10 11:12:56.960582+00:00,v1
2026-06-23 10:00:00+00:00,live,,legacy,48,72,24,24,1.0632258333333333,1.0869049627889502,-1.0632258333333333,0.6329999251833333,,,0.8061729205727387,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,2026-09-10 11:12:56.960582+00:00,v1
2026-06-23 10:00:00+00:00,live,,legacy,72,96,24,24,1.2178924583333335,1.2567844418287124,-1.2178924583333335,0.7310415691666666,,,0.8100966801868071,0.0,0.0,0.0,0.0,0.20833333333333334,1.0,1.0,2026-09-10 11:12:56.960582+00:00,v1
2026-06-23 22:00:00+00:00,live,,legacy,24,48,24,24,0.5235227083333335,0.5815660070632923,-0.5235227083333335,0.36272210420833334,,,0.6710573221659978,0.0,0.0,0.0,0.0,0.75,1.0,1.0,2026-09-10 11:12:56.969376+00:00,v1
