reference_time,kind,model_id,code_version,lead_lo,lead_hi,n,n_forecast,mae,rmse,bias,crps,mae_persistence,mae_diurnal,pit_mean,pit_le_q0.01,pit_le_q0.05,pit_le_q0.25,pit_le_q0.5,pit_le_q0.75,pit_le_q0.95,pit_le_q0.99,scored_at,schema_version
2026-08-01 05:00:00+00:00,oracle,1c7a531768d8,0326fdea2cdc,0,24,24,24,0.165277894337973,0.2225234913111119,-0.055436579386392605,0.16636649425824515,0.5458333333333337,0.6749999999999999,0.5376155330945047,0.0,0.0,0.0,0.625,0.8333333333333334,1.0,1.0,2026-09-10 11:12:57.907830+00:00,v1
2026-08-01 05:00:00+00:00,oracle,1c7a531768d8,0326fdea2cdc,24,48,24,24,0.4443214575449626,0.4730520196122379,-0.4443214575449626,0.281397469329834,0.7416666666666671,0.4624999999999999,0.6942521058221658,0.0,0.0,0.0,0.0,0.75,1.0,1.0,2026-09-10 11:12:57.907830+00:00,v1
2026-08-01 05:00:00+00:00,oracle,1c7a531768d8,0326fdea2cdc,48,72,24,24,0.567125606536865,0.5980060956689788,-0.567125606536865,0.34748294101556104,1.1000000000000005,0.2458333333333337,0.7120750624372284,0.0,0.0,0.0,0.0,0.75,1.0,1.0,2026-09-10 11:12:57.907830+00:00,v1
2026-08-01 05:00:00+00:00,oracle,1c7a531768d8,0326fdea2cdc,72,96,24,24,0.5385495503743493,0.5809411456292889,-0.5385495503743493,0.35907658003171306,1.4125000000000008,0.3166666666666673,0.6777689521434573,0.0,0.0,0.0,0.0,0.75,1.0,1.0,2026-09-10 11:12:57.907830+00:00,v1
2026-08-01 06:00:00+00:00,oracle,1c7a531768d8,bfa26b1edbcf,0,24,24,24,0.2294399420420327,0.2647272199616626,0.025247049331664922,0.18340757145086917,0.5249999999999998,0.6916666666666665,0.48121640318586095,0.0,0.0,0.0,0.6666666666666666,0.875,1.0,1.0,2026-09-10 11:12:57.918904+00:00,v1
2026-08-01 06:00:00+00:00,oracle,1c7a531768d8,bfa26b1edbcf,24,48,24,24,0.4288604259490964,0.46410891151764616,-0.4288604259490964,0.2837138000408805,0.6666666666666664,0.45,0.6827671278897638,0.0,0.0,0.0,0.0,0.75,1.0,1.0,2026-09-10 11:12:57.918904+00:00,v1
2026-08-01 06:00:00+00:00,oracle,1c7a531768d8,bfa26b1edbcf,48,72,24,24,0.5770101547241203,0.6031068719547844,-0.5770101547241203,0.34983701459566746,1.0208333333333326,0.25416666666666704,0.7141530313047859,0.0,0.0,0.0,0.0,0.7083333333333334,1.0,1.0,2026-09-10 11:12:57.918904+00:00,v1
2026-08-01 06:00:00+00:00,oracle,1c7a531768d8,bfa26b1edbcf,72,96,24,24,0.5784440835316976,0.6119079185577089,-0.5784440835316976,0.3705070538600285,1.3249999999999995,0.3250000000000006,0.6897277293706751,0.0,0.0,0.0,0.0,0.75,1.0,1.0,2026-09-10 11:12:57.918904+00:00,v1
2026-08-01 07:00:00+00:00,oracle,1c7a531768d8,d0b7a5c622a2,0,24,24,24,0.23653728167216018,0.3320157319161317,-0.12683545748392758,0.19936641937891628,0.5416666666666665,0.7083333333333334,0.5626688923359077,0.0,0.0,0.0,0.5416666666666666,0.75,1.0,1.0,2026-09-10 11:12:57.930885+00:00,v1
2026-08-01 07:00:00+00:00,oracle,1c7a531768d8,d0b7a5c622a2,24,48,24,24,0.6841015338897701,0.7061206106580667,-0.6841015338897701,0.4003206241448718,0.6541666666666663,0.4375,0.774360215245467,0.0,0.0,0.0,0.0,0.25,1.0,1.0,2026-09-10 11:12:57.930885+00:00,v1
2026-08-01 07:00:00+00:00,oracle,1c7a531768d8,d0b7a5c622a2,48,72,24,24,0.7585026741027834,0.7829026900233013,-0.7585026741027834,0.4469593958377837,1.0249999999999992,0.2583333333333336,0.7657081527332704,0.0,0.0,0.0,0.0,0.25,1.0,1.0,2026-09-10 11:12:57.930885+00:00,v1
2026-08-01 07:00:00+00:00,oracle,1c7a531768d8,d0b7a5c622a2,72,96,24,24,0.6437212149302174,0.6729686374514798,-0.6437212149302174,0.39395277384122257,1.3374999999999997,0.33750000000000063,0.7121480581772813,0.0,0.0,0.0,0.0,0.5833333333333334,1.0,1.0,2026-09-10 11:12:57.930885+00:00,v1
2026-08-01 10:00:00+00:00,live,,legacy,0,24,24,24,0.539743375,0.6253481363478336,-0.539743375,0.3473509067625,0.5583333333333332,0.7125000000000002,0.7534066714902172,0.0,0.0,0.0,0.0,0.4583333333333333,1.0,1.0,2026-09-10 11:12:57.942416+00:00,v1
2026-08-01 10:00:00+00:00,live,,legacy,24,48,24,24,1.1046994166666666,1.1130075272103959,-1.1046994166666666,0.6752913450458333,0.5250000000000002,0.3958333333333333,0.8483383321766427,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2026-09-10 11:12:57.942416+00:00,v1
2026-08-01 10:00:00+00:00,live,,legacy,48,72,24,24,0.8213716666666665,0.8891154227422237,-0.8213716666666665,0.5018334071916666,0.6833333333333328,0.30416666666666686,0.7502125109477555,0.0,0.0,0.0,0.0,0.5416666666666666,1.0,1.0,2026-09-10 11:12:57.942416+00:00,v1
2026-08-01 10:00:00+00:00,live,,legacy,72,96,24,24,0.4559765833333338,0.5527403438989991,-0.4559765833333338,0.3713591009791668,0.8624999999999995,0.39166666666666705,0.6340210934895097,0.0,0.0,0.0,0.0,0.7916666666666666,1.0,1.0,2026-09-10 11:12:57.942416+00:00,v1
2026-08-02 06:00:00+00:00,oracle,1c7a531768d8,44a0cdd4f192,0,24,24,24,0.37557752927144294,0.40078422653457096,-0.37557752927144294,0.228653020604451,1.0749999999999993,0.3416666666666668,0.7141659932318672,0.0,0.0,0.0,0.0,0.5833333333333334,1.0,1.0,2026-09-10 11:12:57.954426+00:00,v1
2026-08-02 06:00:00+00:00,oracle,1c7a531768d8,44a0cdd4f192,24,48,24,24,0.31281135876973504,0.35778640100401604,-0.31089123090108267,0.24105499606132522,1.5124999999999993,0.6874999999999999,0.6390703728799122,0.0,0.0,0.0,0.041666666666666664,0.9583333333333334,1.0,1.0,2026-09-10 11:12:57.954426+00:00,v1
2026-08-02 06:00:00+00:00,oracle,1c7a531768d8,44a0cdd4f192,48,72,24,24,0.2918751239776613,0.35105811808409215,-0.2918751239776613,0.2628554151852927,1.8249999999999995,0.9916666666666668,0.6098543919964039,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2026-09-10 11:12:57.954426+00:00,v1
2026-08-02 06:00:00+00:00,oracle,1c7a531768d8,44a0cdd4f192,72,96,24,24,0.5639146010080971,0.6245085487470736,-0.5639146010080971,0.37037253038088497,2.037499999999999,1.2041666666666664,0.6811370073216113,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,2026-09-10 11:12:57.954426+00:00,v1
