timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2020-03-01T00Z,4.9,4.9,,,1,,
2020-03-01T01Z,5.0,5.0,,,1,,
2020-03-01T02Z,5.0,5.0,,,1,,
2020-03-01T03Z,5.0,5.0,,,1,,
2020-03-01T04Z,5.0,5.0,,,1,,
2020-03-01T05Z,4.9,4.9,,,1,,
2020-03-01T06Z,4.9,4.9,,,1,,
2020-03-01T07Z,4.8,4.8,,,1,,
2020-03-01T08Z,4.8,4.8,,,1,,
2020-03-01T09Z,4.8,4.8,,,1,,
2020-03-01T10Z,4.9,4.9,,,1,,
2020-03-01T11Z,5.0,5.0,,,1,,
2020-03-01T12Z,5.0,5.0,,,1,,
2020-03-01T13Z,5.1,5.1,,,1,,
2020-03-01T14Z,5.2,5.2,,,1,,
2020-03-01T15Z,5.4,5.4,,,1,,
2020-03-01T16Z,5.4,5.4,,,1,,
2020-03-01T17Z,5.5,5.5,,,1,,
2020-03-01T18Z,5.5,5.5,,,1,,
2020-03-01T19Z,5.5,5.5,,,1,,
2020-03-01T20Z,5.5,5.5,,,1,,
2020-03-01T21Z,5.5,5.5,,,1,,
2020-03-01T22Z,5.5,5.5,,,1,,
2020-03-01T23Z,5.5,5.5,,,1,,
2020-03-02T00Z,5.6,5.6,,,1,,
2020-03-02T01Z,5.6,5.6,,,1,,
2020-03-02T02Z,5.6,5.6,,,1,,
2020-03-02T03Z,5.6,5.6,,,1,,
2020-03-02T04Z,5.6,5.6,,,1,,
2020-03-02T05Z,5.6,5.6,,,1,,
2020-03-02T06Z,5.5,5.5,,,1,,
2020-03-02T07Z,5.4,5.4,,,1,,
2020-03-02T08Z,5.3,5.3,,,1,,
2020-03-02T09Z,5.2,5.2,,,1,,
2020-03-02T10Z,5.1,5.1,,,1,,
2020-03-02T11Z,5.1,5.1,,,1,,
2020-03-02T12Z,5.0,5.0,,,1,,
2020-03-02T13Z,5.0,5.0,,,1,,
2020-03-02T14Z,5.0,5.0,,,1,,
2020-03-02T15Z,5.0,5.0,,,1,,
2020-03-02T16Z,5.0,5.0,,,1,,
2020-03-02T17Z,4.9,4.9,,,1,,
2020-03-02T18Z,4.9,4.9,,,1,,
2020-03-02T19Z,4.9,4.9,,,1,,
2020-03-02T20Z,4.9,4.9,,,1,,
2020-03-02T21Z,4.9,4.9,,,1,,
2020-03-02T22Z,4.9,4.9,,,1,,
2020-03-02T23Z,5.0,5.0,,,1,,
2020-03-03T00Z,5.1,5.1,,,1,,
2020-03-03T01Z,5.1,5.1,,,1,,
2020-03-03T02Z,5.1,5.1,,,1,,
2020-03-03T03Z,5.1,5.1,,,1,,
2020-03-03T04Z,5.1,5.1,,,1,,
2020-03-03T05Z,5.1,5.1,,,1,,
2020-03-03T06Z,5.1,5.1,,,1,,
2020-03-03T07Z,5.0,5.0,,,1,,
2020-03-03T08Z,5.0,5.0,,,1,,
2020-03-03T09Z,5.0,5.0,,,1,,
2020-03-03T10Z,5.0,5.0,,,1,,
2020-03-03T11Z,5.0,5.0,,,1,,
2020-03-03T12Z,5.0,5.0,,,1,,
2020-03-03T13Z,5.0,5.0,,,1,,
2020-03-03T14Z,5.0,5.0,,,1,,
2020-03-03T15Z,5.1,5.1,,,1,,
2020-03-03T16Z,5.1,5.1,,,1,,
2020-03-03T17Z,5.1,5.1,,,1,,
2020-03-03T18Z,5.1,5.1,,,1,,
2020-03-03T19Z,5.1,5.1,,,1,,
2020-03-03T20Z,5.0,5.0,,,1,,
2020-03-03T21Z,5.0,5.0,,,1,,
2020-03-03T22Z,5.0,5.0,,,1,,
2020-03-03T23Z,5.0,5.0,,,1,,
2020-03-04T00Z,4.9,4.9,,,1,,
2020-03-04T01Z,4.9,4.9,,,1,,
2020-03-04T02Z,4.9,4.9,,,1,,
2020-03-04T03Z,4.9,4.9,,,1,,
2020-03-04T04Z,4.8,4.8,,,1,,
2020-03-04T05Z,4.7,4.7,,,1,,
2020-03-04T06Z,4.7,4.7,,,1,,
2020-03-04T07Z,4.6,4.6,,,1,,
2020-03-04T08Z,4.5,4.5,,,1,,
2020-03-04T09Z,4.5,4.5,,,1,,
2020-03-04T10Z,4.6,4.6,,,1,,
2020-03-04T11Z,4.6,4.6,,,1,,
2020-03-04T12Z,4.7,4.7,,,1,,
2020-03-04T13Z,4.7,4.7,,,1,,
2020-03-04T14Z,4.7,4.7,,,1,,
2020-03-04T15Z,4.8,4.8,,,1,,
2020-03-04T16Z,4.8,4.8,,,1,,
2020-03-04T17Z,4.9,4.9,,,1,,
2020-03-04T18Z,4.9,4.9,,,1,,
2020-03-04T19Z,4.9,4.9,,,1,,
2020-03-04T20Z,4.9,4.9,,,1,,
2020-03-04T21Z,4.9,4.9,,,1,,
2020-03-04T22Z,4.9,4.9,,,1,,
2020-03-04T23Z,5.0,5.0,,,1,,
2020-03-05T00Z,5.0,5.0,,,1,,
2020-03-05T01Z,5.0,5.0,,,1,,
2020-03-05T02Z,5.0,5.0,,,1,,
2020-03-05T03Z,5.0,5.0,,,1,,
2020-03-05T04Z,4.9,4.9,,,1,,
2020-03-05T05Z,4.8,4.8,,,1,,
2020-03-05T06Z,4.7,4.7,,,1,,
2020-03-05T07Z,4.7,4.7,,,1,,
2020-03-05T08Z,4.6,4.6,,,1,,
2020-03-05T09Z,4.6,4.6,,,1,,
2020-03-05T10Z,4.6,4.6,,,1,,
2020-03-05T11Z,4.6,4.6,,,1,,
2020-03-05T12Z,4.6,4.6,,,1,,
2020-03-05T13Z,4.7,4.7,,,1,,
2020-03-05T14Z,4.7,4.7,,,1,,
2020-03-05T15Z,4.7,4.7,,,1,,
2020-03-05T16Z,4.7,4.7,,,1,,
2020-03-05T17Z,4.7,4.7,,,1,,
2020-03-05T18Z,4.7,4.7,,,1,,
2020-03-05T19Z,4.7,4.7,,,1,,
2020-03-05T20Z,4.8,4.8,,,1,,
2020-03-05T21Z,4.8,4.8,,,1,,
2020-03-05T22Z,4.8,4.8,,,1,,
2020-03-05T23Z,4.8,4.8,,,1,,
2020-03-06T00Z,4.8,4.8,,,1,,
2020-03-06T01Z,4.9,4.9,,,1,,
2020-03-06T02Z,4.9,4.9,,,1,,
2020-03-06T03Z,4.9,4.9,,,1,,
2020-03-06T04Z,5.0,5.0,,,1,,
2020-03-06T05Z,5.0,5.0,,,1,,
2020-03-06T06Z,4.9,4.9,,,1,,
2020-03-06T07Z,4.9,4.9,,,1,,
2020-03-06T08Z,4.9,4.9,,,1,,
2020-03-06T09Z,4.9,4.9,,,1,,
2020-03-06T10Z,5.0,5.0,,,1,,
2020-03-06T11Z,5.1,5.1,,,1,,
2020-03-06T12Z,5.1,5.1,,,1,,
2020-03-06T13Z,5.1,5.1,,,1,,
2020-03-06T14Z,5.1,5.1,,,1,,
2020-03-06T15Z,5.2,5.2,,,1,,
2020-03-06T16Z,5.2,5.2,,,1,,
2020-03-06T17Z,5.1,5.1,,,1,,
2020-03-06T18Z,5.1,5.1,,,1,,
2020-03-06T19Z,5.0,5.0,,,1,,
2020-03-06T20Z,5.1,5.1,,,1,,
2020-03-06T21Z,5.1,5.1,,,1,,
2020-03-06T22Z,5.1,5.1,,,1,,
2020-03-06T23Z,5.2,5.2,,,1,,
2020-03-07T00Z,5.4,5.4,,,1,,
2020-03-07T01Z,5.4,5.4,,,1,,
2020-03-07T02Z,5.4,5.4,,,1,,
2020-03-07T03Z,5.4,5.4,,,1,,
2020-03-07T04Z,5.3,5.3,,,1,,
2020-03-07T05Z,5.3,5.3,,,1,,
2020-03-07T06Z,5.2,5.2,,,1,,
2020-03-07T07Z,5.1,5.1,,,1,,
2020-03-07T08Z,5.1,5.1,,,1,,
2020-03-07T09Z,5.0,5.0,,,1,,
2020-03-07T10Z,5.0,5.0,,,1,,
2020-03-07T11Z,5.0,5.0,,,1,,
2020-03-07T12Z,5.0,5.0,,,1,,
2020-03-07T13Z,5.0,5.0,,,1,,
2020-03-07T14Z,5.0,5.0,,,1,,
2020-03-07T15Z,5.0,5.0,,,1,,
2020-03-07T16Z,5.0,5.0,,,1,,
2020-03-07T17Z,4.9,4.9,,,1,,
2020-03-07T18Z,4.9,4.9,,,1,,
2020-03-07T19Z,4.8,4.8,,,1,,
2020-03-07T20Z,4.8,4.8,,,1,,
2020-03-07T21Z,4.8,4.8,,,1,,
2020-03-07T22Z,4.7,4.7,,,1,,
2020-03-07T23Z,4.7,4.7,,,1,,
2020-03-08T00Z,4.6,4.6,,,1,,
2020-03-08T01Z,4.6,4.6,,,1,,
2020-03-08T02Z,4.6,4.6,,,1,,
2020-03-08T03Z,4.6,4.6,,,1,,
