timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2019-10-01T00Z,14.5,14.5,,,1,,
2019-10-01T01Z,14.5,14.5,,,1,,
2019-10-01T02Z,14.5,14.5,,,1,,
2019-10-01T03Z,14.5,14.5,,,1,,
2019-10-01T04Z,14.5,14.5,,,1,,
2019-10-01T05Z,14.5,14.5,,,1,,
2019-10-01T06Z,14.4,14.4,,,1,,
2019-10-01T07Z,14.2,14.2,,,1,,
2019-10-01T08Z,14.1,14.1,,,1,,
2019-10-01T09Z,14.0,14.0,,,1,,
2019-10-01T10Z,13.9,13.9,,,1,,
2019-10-01T11Z,13.9,13.9,,,1,,
2019-10-01T12Z,13.8,13.8,,,1,,
2019-10-01T13Z,13.9,13.9,,,1,,
2019-10-01T14Z,13.9,13.9,,,1,,
2019-10-01T15Z,14.0,14.0,,,1,,
2019-10-01T16Z,14.0,14.0,,,1,,
2019-10-01T17Z,14.1,14.1,,,1,,
2019-10-01T18Z,14.1,14.1,,,1,,
2019-10-01T19Z,14.1,14.1,,,1,,
2019-10-01T20Z,14.1,14.1,,,1,,
2019-10-01T21Z,14.1,14.1,,,1,,
2019-10-01T22Z,14.1,14.1,,,1,,
2019-10-01T23Z,14.2,14.2,,,1,,
2019-10-02T00Z,14.3,14.3,,,1,,
2019-10-02T01Z,14.4,14.4,,,1,,
2019-10-02T02Z,14.5,14.5,,,1,,
2019-10-02T03Z,14.6,14.6,,,1,,
2019-10-02T04Z,14.7,14.7,,,1,,
2019-10-02T05Z,14.7,14.7,,,1,,
2019-10-02T06Z,14.7,14.7,,,1,,
2019-10-02T07Z,14.6,14.6,,,1,,
2019-10-02T08Z,14.5,14.5,,,1,,
2019-10-02T09Z,14.5,14.5,,,1,,
2019-10-02T10Z,14.4,14.4,,,1,,
2019-10-02T11Z,14.3,14.3,,,1,,
2019-10-02T12Z,14.3,14.3,,,1,,
2019-10-02T13Z,14.3,14.3,,,1,,
2019-10-02T14Z,14.3,14.3,,,1,,
2019-10-02T15Z,14.3,14.3,,,1,,
2019-10-02T16Z,14.2,14.2,,,1,,
2019-10-02T17Z,14.1,14.1,,,1,,
2019-10-02T18Z,14.1,14.1,,,1,,
2019-10-02T19Z,14.0,14.0,,,1,,
2019-10-02T20Z,13.9,13.9,,,1,,
2019-10-02T21Z,13.9,13.9,,,1,,
2019-10-02T22Z,13.8,13.8,,,1,,
2019-10-02T23Z,13.7,13.7,,,1,,
2019-10-03T00Z,13.7,13.7,,,1,,
2019-10-03T01Z,13.7,13.7,,,1,,
2019-10-03T02Z,13.6,13.6,,,1,,
2019-10-03T03Z,13.5,13.5,,,1,,
2019-10-03T04Z,13.3,13.3,,,1,,
2019-10-03T05Z,13.1,13.1,,,1,,
2019-10-03T06Z,12.9,12.9,,,1,,
2019-10-03T07Z,12.6,12.6,,,1,,
2019-10-03T08Z,12.5,12.5,,,1,,
2019-10-03T09Z,12.4,12.4,,,1,,
2019-10-03T10Z,12.4,12.4,,,1,,
2019-10-03T11Z,12.4,12.4,,,1,,
2019-10-03T12Z,12.4,12.4,,,1,,
2019-10-03T13Z,12.5,12.5,,,1,,
2019-10-03T14Z,12.5,12.5,,,1,,
2019-10-03T15Z,12.5,12.5,,,1,,
2019-10-03T16Z,12.6,12.6,,,1,,
2019-10-03T17Z,12.6,12.6,,,1,,
2019-10-03T18Z,12.6,12.6,,,1,,
2019-10-03T19Z,12.6,12.6,,,1,,
2019-10-03T20Z,12.7,12.7,,,1,,
2019-10-03T21Z,12.8,12.8,,,1,,
2019-10-03T22Z,12.8,12.8,,,1,,
2019-10-03T23Z,12.9,12.9,,,1,,
2019-10-04T00Z,12.9,12.9,,,1,,
2019-10-04T01Z,12.8,12.8,,,1,,
2019-10-04T02Z,12.8,12.8,,,1,,
2019-10-04T03Z,12.8,12.8,,,1,,
2019-10-04T04Z,12.7,12.7,,,1,,
2019-10-04T05Z,12.6,12.6,,,1,,
2019-10-04T06Z,12.5,12.5,,,1,,
2019-10-04T07Z,12.4,12.4,,,1,,
2019-10-04T08Z,12.4,12.4,,,1,,
2019-10-04T09Z,12.3,12.3,,,1,,
2019-10-04T10Z,12.3,12.3,,,1,,
2019-10-04T11Z,12.3,12.3,,,1,,
2019-10-04T12Z,12.3,12.3,,,1,,
2019-10-04T13Z,12.3,12.3,,,1,,
2019-10-04T14Z,12.3,12.3,,,1,,
2019-10-04T15Z,12.3,12.3,,,1,,
2019-10-04T16Z,12.4,12.4,,,1,,
2019-10-04T17Z,12.4,12.4,,,1,,
2019-10-04T18Z,12.4,12.4,,,1,,
2019-10-04T19Z,12.4,12.4,,,1,,
2019-10-04T20Z,12.4,12.4,,,1,,
2019-10-04T21Z,12.4,12.4,,,1,,
2019-10-04T22Z,12.4,12.4,,,1,,
2019-10-04T23Z,12.5,12.5,,,1,,
2019-10-05T00Z,12.5,12.5,,,1,,
2019-10-05T01Z,12.5,12.5,,,1,,
2019-10-05T02Z,12.5,12.5,,,1,,
2019-10-05T03Z,12.6,12.6,,,1,,
2019-10-05T04Z,12.5,12.5,,,1,,
2019-10-05T05Z,12.5,12.5,,,1,,
2019-10-05T06Z,12.4,12.4,,,1,,
2019-10-05T07Z,12.3,12.3,,,1,,
2019-10-05T08Z,12.3,12.3,,,1,,
2019-10-05T09Z,12.3,12.3,,,1,,
2019-10-05T10Z,12.2,12.2,,,1,,
2019-10-05T11Z,12.2,12.2,,,1,,
2019-10-05T12Z,12.2,12.2,,,1,,
2019-10-05T13Z,12.2,12.2,,,1,,
2019-10-05T14Z,12.3,12.3,,,1,,
2019-10-05T15Z,12.3,12.3,,,1,,
2019-10-05T16Z,12.3,12.3,,,1,,
2019-10-05T17Z,12.3,12.3,,,1,,
2019-10-05T18Z,12.3,12.3,,,1,,
2019-10-05T19Z,12.3,12.3,,,1,,
2019-10-05T20Z,12.2,12.2,,,1,,
2019-10-05T21Z,12.1,12.1,,,1,,
2019-10-05T22Z,12.0,12.0,,,1,,
2019-10-05T23Z,12.0,12.0,,,1,,
2019-10-06T00Z,11.9,11.9,,,1,,
2019-10-06T01Z,11.8,11.8,,,1,,
2019-10-06T02Z,11.7,11.7,,,1,,
2019-10-06T03Z,11.7,11.7,,,1,,
2019-10-06T04Z,11.7,11.7,,,1,,
2019-10-06T05Z,11.7,11.7,,,1,,
2019-10-06T06Z,11.7,11.7,,,1,,
2019-10-06T07Z,11.7,11.7,,,1,,
2019-10-06T08Z,11.7,11.7,,,1,,
2019-10-06T09Z,11.7,11.7,,,1,,
2019-10-06T10Z,11.7,11.7,,,1,,
2019-10-06T11Z,11.8,11.8,,,1,,
2019-10-06T12Z,11.8,11.8,,,1,,
2019-10-06T13Z,11.9,11.9,,,1,,
2019-10-06T14Z,12.0,12.0,,,1,,
2019-10-06T15Z,12.0,12.0,,,1,,
2019-10-06T16Z,12.1,12.1,,,1,,
2019-10-06T17Z,12.1,12.1,,,1,,
2019-10-06T18Z,12.2,12.2,,,1,,
2019-10-06T19Z,12.2,12.2,,,1,,
2019-10-06T20Z,12.3,12.3,,,1,,
2019-10-06T21Z,12.3,12.3,,,1,,
2019-10-06T22Z,12.4,12.4,,,1,,
2019-10-06T23Z,12.4,12.4,,,1,,
2019-10-07T00Z,12.5,12.5,,,1,,
2019-10-07T01Z,12.5,12.5,,,1,,
2019-10-07T02Z,12.4,12.4,,,1,,
2019-10-07T03Z,12.4,12.4,,,1,,
2019-10-07T04Z,12.4,12.4,,,1,,
2019-10-07T05Z,12.3,12.3,,,1,,
2019-10-07T06Z,12.2,12.2,,,1,,
2019-10-07T07Z,12.2,12.2,,,1,,
2019-10-07T08Z,12.1,12.1,,,1,,
2019-10-07T09Z,12.1,12.1,,,1,,
2019-10-07T10Z,12.0,12.0,,,1,,
2019-10-07T11Z,12.0,12.0,,,1,,
2019-10-07T12Z,12.0,12.0,,,1,,
2019-10-07T13Z,11.9,11.9,,,1,,
2019-10-07T14Z,12.0,12.0,,,1,,
2019-10-07T15Z,12.0,12.0,,,1,,
2019-10-07T16Z,12.1,12.1,,,1,,
2019-10-07T17Z,12.1,12.1,,,1,,
2019-10-07T18Z,12.1,12.1,,,1,,
2019-10-07T19Z,12.2,12.2,,,1,,
