series,test,start,end,hours,min,max,before,after,classification
rain_toelz,frozen,2019-05-13 03:00:00+00:00,2019-05-14 12:00:00+00:00,34,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-05-15 14:00:00+00:00,2019-05-19 16:00:00+00:00,99,0.0,0.0,0.2,1.8,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-05-22 23:00:00+00:00,2019-05-25 14:00:00+00:00,64,0.0,0.0,0.1,1.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-05-26 03:00:00+00:00,2019-05-27 15:00:00+00:00,37,0.0,0.0,0.2,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-05-29 21:00:00+00:00,2019-06-06 16:00:00+00:00,188,0.0,0.0,0.1,4.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-06-07 05:00:00+00:00,2019-06-09 20:00:00+00:00,64,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-06-11 18:00:00+00:00,2019-06-15 22:00:00+00:00,101,0.0,0.0,1.3,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-06-16 07:00:00+00:00,2019-06-19 00:00:00+00:00,66,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-06-22 22:00:00+00:00,2019-07-01 12:00:00+00:00,207,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-07-02 06:00:00+00:00,2019-07-07 02:00:00+00:00,117,0.0,0.0,0.1,2.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-07-08 18:00:00+00:00,2019-07-11 13:00:00+00:00,68,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-07-14 08:00:00+00:00,2019-07-17 21:00:00+00:00,86,0.0,0.0,0.8,4.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-07-18 02:00:00+00:00,2019-07-20 18:00:00+00:00,65,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-07-21 13:00:00+00:00,2019-07-27 13:00:00+00:00,145,0.0,0.0,0.1,6.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-07-29 10:00:00+00:00,2019-07-31 09:00:00+00:00,48,0.0,0.0,0.1,4.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-07-31 15:00:00+00:00,2019-08-02 14:00:00+00:00,48,0.0,0.0,0.9,1.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-08-03 16:00:00+00:00,2019-08-05 22:00:00+00:00,55,0.0,0.0,0.1,3.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-08-08 01:00:00+00:00,2019-08-10 08:00:00+00:00,56,0.0,0.0,0.2,1.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-08-14 04:00:00+00:00,2019-08-15 11:00:00+00:00,32,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-08-16 06:00:00+00:00,2019-08-19 01:00:00+00:00,68,0.0,0.0,0.5,15.8,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-08-21 06:00:00+00:00,2019-08-25 13:00:00+00:00,104,0.0,0.0,0.2,16.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-08-25 18:00:00+00:00,2019-08-28 23:00:00+00:00,78,0.0,0.0,0.7,1.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-08-29 11:00:00+00:00,2019-09-01 15:00:00+00:00,77,0.0,0.0,0.2,0.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-09-02 21:00:00+00:00,2019-09-05 07:00:00+00:00,59,0.0,0.0,0.4,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-09-09 15:00:00+00:00,2019-09-11 06:00:00+00:00,40,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-09-11 23:00:00+00:00,2019-09-23 04:00:00+00:00,270,0.0,0.0,0.6,2.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-09-26 23:00:00+00:00,2019-09-28 01:00:00+00:00,27,0.0,0.0,0.1,2.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-09-28 07:00:00+00:00,2019-10-01 23:00:00+00:00,89,0.0,0.0,0.3,2.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-10-03 11:00:00+00:00,2019-10-04 13:00:00+00:00,27,0.0,0.0,0.7,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-10-05 08:00:00+00:00,2019-10-06 09:00:00+00:00,26,0.0,0.0,1.4,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-10-07 08:00:00+00:00,2019-10-09 01:00:00+00:00,42,0.0,0.0,0.3,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-10-10 15:00:00+00:00,2019-10-15 21:00:00+00:00,127,0.0,0.0,0.1,1.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-10-16 04:00:00+00:00,2019-10-28 01:00:00+00:00,286,0.0,0.0,0.4,1.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-10-31 04:00:00+00:00,2019-11-01 18:00:00+00:00,39,0.0,0.0,0.9,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-02 14:00:00+00:00,2019-11-03 17:00:00+00:00,28,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-06 11:00:00+00:00,2019-11-08 12:00:00+00:00,50,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-09 14:00:00+00:00,2019-11-12 01:00:00+00:00,60,0.0,0.0,0.4,1.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-13 14:00:00+00:00,2019-11-15 19:00:00+00:00,54,0.0,0.0,0.1,0.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-15 23:00:00+00:00,2019-11-17 00:00:00+00:00,26,0.0,0.0,0.2,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-17 12:00:00+00:00,2019-11-27 08:00:00+00:00,237,0.0,0.0,4.0,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-27 10:00:00+00:00,2019-11-28 13:00:00+00:00,28,0.0,0.0,0.1,1.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-11-30 01:00:00+00:00,2019-12-01 23:00:00+00:00,47,0.0,0.0,0.2,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-12-02 09:00:00+00:00,2019-12-07 02:00:00+00:00,114,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-12-07 14:00:00+00:00,2019-12-09 19:00:00+00:00,54,0.0,0.0,0.2,1.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-12-10 15:00:00+00:00,2019-12-12 03:00:00+00:00,37,0.0,0.0,0.6,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-12-12 15:00:00+00:00,2019-12-13 14:00:00+00:00,24,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-12-14 14:00:00+00:00,2019-12-20 22:00:00+00:00,153,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2019-12-27 19:00:00+00:00,2020-01-03 23:00:00+00:00,173,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-01-05 09:00:00+00:00,2020-01-07 09:00:00+00:00,49,0.0,0.0,0.2,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-01-07 12:00:00+00:00,2020-01-10 21:00:00+00:00,82,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-01-11 09:00:00+00:00,2020-01-17 20:00:00+00:00,156,0.0,0.0,0.2,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-01-19 16:00:00+00:00,2020-01-27 02:00:00+00:00,179,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-01-31 04:00:00+00:00,2020-02-01 19:00:00+00:00,40,0.0,0.0,0.2,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-05 16:00:00+00:00,2020-02-10 10:00:00+00:00,115,0.0,0.0,0.1,3.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-12 17:00:00+00:00,2020-02-13 19:00:00+00:00,27,0.0,0.0,0.1,1.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-14 14:00:00+00:00,2020-02-17 16:00:00+00:00,75,0.0,0.0,0.4,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-17 23:00:00+00:00,2020-02-19 12:00:00+00:00,38,0.0,0.0,0.1,2.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-19 16:00:00+00:00,2020-02-21 02:00:00+00:00,35,0.0,0.0,0.9,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-21 05:00:00+00:00,2020-02-23 05:00:00+00:00,49,0.0,0.0,1.1,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-24 14:00:00+00:00,2020-02-25 17:00:00+00:00,28,0.0,0.0,0.5,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-02-26 14:00:00+00:00,2020-02-27 15:00:00+00:00,26,0.0,0.0,0.2,1.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-03-04 07:00:00+00:00,2020-03-05 06:00:00+00:00,24,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-03-07 22:00:00+00:00,2020-03-09 06:00:00+00:00,33,0.0,0.0,0.1,0.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-03-11 03:00:00+00:00,2020-03-12 20:00:00+00:00,42,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-03-14 04:00:00+00:00,2020-03-17 12:00:00+00:00,81,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-03-17 14:00:00+00:00,2020-03-20 21:00:00+00:00,80,0.0,0.0,0.1,1.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-03-22 01:00:00+00:00,2020-03-29 15:00:00+00:00,183,0.0,0.0,0.6,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-03-30 12:00:00+00:00,2020-04-13 01:00:00+00:00,326,0.0,0.0,0.2,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-04-14 01:00:00+00:00,2020-04-18 17:00:00+00:00,113,0.0,0.0,0.9,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-04-19 03:00:00+00:00,2020-04-20 02:00:00+00:00,24,0.0,0.0,1.7,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-04-20 06:00:00+00:00,2020-04-27 02:00:00+00:00,165,0.0,0.0,0.3,1.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-04-27 06:00:00+00:00,2020-04-28 13:00:00+00:00,32,0.0,0.0,0.3,1.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-04-29 16:00:00+00:00,2020-04-30 16:00:00+00:00,25,0.0,0.0,0.1,2.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-02 21:00:00+00:00,2020-05-04 02:00:00+00:00,30,0.0,0.0,0.2,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-05 17:00:00+00:00,2020-05-10 05:00:00+00:00,109,0.0,0.0,0.3,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-10 10:00:00+00:00,2020-05-11 13:00:00+00:00,28,0.0,0.0,0.8,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-12 05:00:00+00:00,2020-05-13 05:00:00+00:00,25,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-15 15:00:00+00:00,2020-05-23 13:00:00+00:00,191,0.0,0.0,0.2,6.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-25 17:00:00+00:00,2020-05-28 14:00:00+00:00,70,0.0,0.0,0.7,4.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-28 18:00:00+00:00,2020-05-31 18:00:00+00:00,73,0.0,0.0,0.8,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-05-31 20:00:00+00:00,2020-06-03 15:00:00+00:00,68,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-05 15:00:00+00:00,2020-06-06 17:00:00+00:00,27,0.0,0.0,0.5,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-11 17:00:00+00:00,2020-06-13 21:00:00+00:00,53,0.0,0.0,0.1,15.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-16 14:00:00+00:00,2020-06-17 15:00:00+00:00,26,0.0,0.0,0.1,12.8,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-17 21:00:00+00:00,2020-06-18 22:00:00+00:00,26,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-20 21:00:00+00:00,2020-06-22 13:00:00+00:00,41,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-22 15:00:00+00:00,2020-06-25 09:00:00+00:00,67,0.0,0.0,0.6,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-25 12:00:00+00:00,2020-06-26 20:00:00+00:00,33,0.0,0.0,0.1,2.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-06-29 11:00:00+00:00,2020-07-01 15:00:00+00:00,53,0.0,0.0,0.4,4.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-07-03 09:00:00+00:00,2020-07-10 16:00:00+00:00,176,0.0,0.0,0.1,3.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-07-11 16:00:00+00:00,2020-07-15 08:00:00+00:00,89,0.0,0.0,0.4,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-07-17 11:00:00+00:00,2020-07-22 04:00:00+00:00,114,0.0,0.0,0.1,1.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-07-23 18:00:00+00:00,2020-07-26 07:00:00+00:00,62,0.0,0.0,0.1,1.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-07-27 06:00:00+00:00,2020-07-28 15:00:00+00:00,34,0.0,0.0,0.1,1.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-07-29 04:00:00+00:00,2020-08-02 00:00:00+00:00,93,0.0,0.0,0.4,0.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-08-06 09:00:00+00:00,2020-08-13 09:00:00+00:00,169,0.0,0.0,,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-08-13 20:00:00+00:00,2020-08-14 21:00:00+00:00,26,0.0,0.0,0.1,1.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-08-15 06:00:00+00:00,2020-08-17 09:00:00+00:00,52,0.0,0.0,0.4,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-08-19 06:00:00+00:00,2020-08-22 12:00:00+00:00,79,0.0,0.0,0.6,4.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-08-22 18:00:00+00:00,2020-08-28 16:00:00+00:00,143,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-08-30 18:00:00+00:00,2020-09-01 00:00:00+00:00,31,0.0,0.0,0.1,12.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-09-03 07:00:00+00:00,2020-09-05 19:00:00+00:00,61,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-09-07 03:00:00+00:00,2020-09-22 16:00:00+00:00,374,0.0,0.0,0.1,3.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-09-23 18:00:00+00:00,2020-09-24 21:00:00+00:00,28,0.0,0.0,0.7,2.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-09-26 22:00:00+00:00,2020-09-28 06:00:00+00:00,33,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-09-29 19:00:00+00:00,2020-10-01 05:00:00+00:00,35,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-01 07:00:00+00:00,2020-10-03 12:00:00+00:00,54,0.0,0.0,0.1,0.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-03 17:00:00+00:00,2020-10-05 05:00:00+00:00,37,0.0,0.0,0.5,0.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-08 06:00:00+00:00,2020-10-10 09:00:00+00:00,52,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-12 04:00:00+00:00,2020-10-13 10:00:00+00:00,31,0.0,0.0,0.4,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-13 15:00:00+00:00,2020-10-15 17:00:00+00:00,51,0.0,0.0,0.5,1.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-18 01:00:00+00:00,2020-10-23 03:00:00+00:00,123,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-24 15:00:00+00:00,2020-10-26 10:00:00+00:00,44,0.0,0.0,0.5,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-27 11:00:00+00:00,2020-10-28 23:00:00+00:00,37,0.0,0.0,0.1,1.8,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-10-30 05:00:00+00:00,2020-11-01 12:00:00+00:00,56,0.0,0.0,0.2,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-11-01 16:00:00+00:00,2020-11-03 07:00:00+00:00,40,0.0,0.0,0.1,1.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-11-05 12:00:00+00:00,2020-11-16 04:00:00+00:00,257,0.0,0.0,0.1,1.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-11-16 09:00:00+00:00,2020-11-19 10:00:00+00:00,74,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-11-20 22:00:00+00:00,2020-12-01 10:00:00+00:00,253,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-12-01 18:00:00+00:00,2020-12-05 11:00:00+00:00,90,0.0,0.0,0.2,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-12-07 05:00:00+00:00,2020-12-09 06:00:00+00:00,50,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-12-09 14:00:00+00:00,2020-12-12 04:00:00+00:00,63,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-12-13 17:00:00+00:00,2020-12-20 23:00:00+00:00,175,0.0,0.0,0.2,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-12-22 23:00:00+00:00,2020-12-24 02:00:00+00:00,28,0.0,0.0,0.3,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-12-26 09:00:00+00:00,2020-12-28 14:00:00+00:00,54,0.0,0.0,0.2,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2020-12-28 19:00:00+00:00,2021-01-06 00:00:00+00:00,198,0.0,0.0,0.7,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-01-07 06:00:00+00:00,2021-01-08 08:00:00+00:00,27,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-01-08 10:00:00+00:00,2021-01-12 15:00:00+00:00,102,0.0,0.0,0.1,0.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-01-14 09:00:00+00:00,2021-01-15 22:00:00+00:00,38,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-01-18 12:00:00+00:00,2021-01-19 19:00:00+00:00,32,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-01-19 22:00:00+00:00,2021-01-23 02:00:00+00:00,77,0.0,0.0,0.1,1.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-01-23 10:00:00+00:00,2021-01-25 06:00:00+00:00,45,0.0,0.0,0.4,,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-01-31 08:00:00+00:00,2021-02-01 15:00:00+00:00,32,0.0,0.0,0.4,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-02-03 21:00:00+00:00,2021-02-07 16:00:00+00:00,92,0.0,0.0,0.3,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-02-08 06:00:00+00:00,2021-02-09 09:00:00+00:00,28,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-02-11 05:00:00+00:00,2021-02-15 21:00:00+00:00,113,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-02-17 08:00:00+00:00,2021-02-26 23:00:00+00:00,232,0.0,0.0,0.5,1.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-02-27 12:00:00+00:00,2021-03-04 22:00:00+00:00,131,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-03-05 23:00:00+00:00,2021-03-07 14:00:00+00:00,40,0.0,0.0,0.1,0.8,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-03-08 02:00:00+00:00,2021-03-09 23:00:00+00:00,46,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-03-10 16:00:00+00:00,2021-03-11 19:00:00+00:00,28,0.0,0.0,0.3,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-03-12 07:00:00+00:00,2021-03-13 19:00:00+00:00,37,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-03-22 17:00:00+00:00,2021-03-27 08:00:00+00:00,112,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-03-27 12:00:00+00:00,2021-04-01 18:00:00+00:00,127,0.0,0.0,0.3,0.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-04-01 21:00:00+00:00,2021-04-03 06:00:00+00:00,34,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-04-03 13:00:00+00:00,2021-04-05 18:00:00+00:00,54,0.0,0.0,0.1,1.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-04-08 01:00:00+00:00,2021-04-12 05:00:00+00:00,101,0.0,0.0,0.1,3.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-04-14 07:00:00+00:00,2021-04-15 15:00:00+00:00,33,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-04-15 17:00:00+00:00,2021-04-19 12:00:00+00:00,92,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-04-20 08:00:00+00:00,2021-04-21 15:00:00+00:00,32,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-04-22 14:00:00+00:00,2021-04-29 16:00:00+00:00,171,0.0,0.0,0.6,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-05-03 12:00:00+00:00,2021-05-05 06:00:00+00:00,43,0.0,0.0,0.1,2.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-05-07 19:00:00+00:00,2021-05-11 22:00:00+00:00,100,0.0,0.0,1.0,1.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-05-13 20:00:00+00:00,2021-05-14 23:00:00+00:00,28,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-05-20 05:00:00+00:00,2021-05-21 22:00:00+00:00,42,0.0,0.0,0.3,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-05-23 10:00:00+00:00,2021-05-24 16:00:00+00:00,31,0.0,0.0,0.5,0.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-05-25 14:00:00+00:00,2021-05-26 21:00:00+00:00,32,0.0,0.0,0.1,0.9,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-05-27 17:00:00+00:00,2021-06-04 21:00:00+00:00,197,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-06-07 22:00:00+00:00,2021-06-09 16:00:00+00:00,43,0.0,0.0,0.3,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-06-10 22:00:00+00:00,2021-06-21 21:00:00+00:00,264,0.0,0.0,0.9,2.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-06-25 17:00:00+00:00,2021-06-29 05:00:00+00:00,85,0.0,0.0,0.1,0.8,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-01 22:00:00+00:00,2021-07-03 20:00:00+00:00,47,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-04 22:00:00+00:00,2021-07-06 21:00:00+00:00,48,0.0,0.0,1.9,6.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-09 12:00:00+00:00,2021-07-10 20:00:00+00:00,33,0.0,0.0,1.8,4.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-11 10:00:00+00:00,2021-07-13 13:00:00+00:00,52,0.0,0.0,0.2,0.1,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-18 15:00:00+00:00,2021-07-19 18:00:00+00:00,28,0.0,0.0,0.4,,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-20 02:00:00+00:00,2021-07-24 08:00:00+00:00,103,0.0,0.0,,0.7,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-25 18:00:00+00:00,2021-07-26 17:00:00+00:00,24,0.0,0.0,11.6,8.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-26 20:00:00+00:00,2021-07-28 05:00:00+00:00,34,0.0,0.0,4.3,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-07-28 17:00:00+00:00,2021-07-30 17:00:00+00:00,49,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-08-01 23:00:00+00:00,2021-08-03 14:00:00+00:00,40,0.0,0.0,0.4,0.4,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-08-06 10:00:00+00:00,2021-08-07 16:00:00+00:00,31,0.0,0.0,0.2,2.5,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-08-08 05:00:00+00:00,2021-08-11 01:00:00+00:00,69,0.0,0.0,0.4,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-08-11 03:00:00+00:00,2021-08-15 15:00:00+00:00,109,0.0,0.0,0.2,4.0,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-08-18 06:00:00+00:00,2021-08-22 03:00:00+00:00,94,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-08-25 02:00:00+00:00,2021-08-26 12:00:00+00:00,35,0.0,0.0,0.2,0.2,plausible_physical_zero_not_rejected
rain_toelz,frozen,2021-09-01 03:00:00+00:00,2021-09-10 17:00:00+00:00,231,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
