series,test,start,end,hours,min,max,before,after,classification
eisbach,range,2026-09-09 08:00:00+00:00,2026-09-09 08:00:00+00:00,1,154.4,154.4,19.1,19.1,instrument_or_encoding_fault
eisbach,hampel,2026-09-09 08:00:00+00:00,2026-09-09 08:00:00+00:00,1,154.4,154.4,19.1,19.1,undecidable_without_independent_evidence
eisbach,jump,2026-09-09 08:00:00+00:00,2026-09-09 09:00:00+00:00,2,19.1,154.4,19.1,19.0,undecidable_without_independent_evidence
eisbach,frozen,2010-07-07 17:00:00+00:00,2010-07-09 08:00:00+00:00,40,15.9,15.9,15.8,16.0,undecidable_without_independent_evidence
eisbach,frozen,2010-07-17 22:00:00+00:00,2010-07-19 07:00:00+00:00,34,18.0,18.0,17.9,17.9,undecidable_without_independent_evidence
eisbach,frozen,2010-07-21 14:00:00+00:00,2010-07-23 02:00:00+00:00,37,17.4,17.4,17.5,17.5,undecidable_without_independent_evidence
eisbach,frozen,2010-08-03 18:00:00+00:00,2010-08-04 18:00:00+00:00,25,15.6,15.6,15.5,15.7,undecidable_without_independent_evidence
eisbach,frozen,2010-08-08 10:00:00+00:00,2010-08-10 05:00:00+00:00,44,14.5,14.5,14.6,14.6,undecidable_without_independent_evidence
eisbach,frozen,2010-08-13 08:00:00+00:00,2010-08-14 11:00:00+00:00,28,15.0,15.0,14.9,15.1,undecidable_without_independent_evidence
eisbach,frozen,2010-08-14 16:00:00+00:00,2010-08-17 14:00:00+00:00,71,15.1,15.1,15.0,15.0,undecidable_without_independent_evidence
eisbach,frozen,2010-08-19 12:00:00+00:00,2010-08-21 15:00:00+00:00,52,14.7,14.7,14.8,14.8,undecidable_without_independent_evidence
eisbach,frozen,2010-09-03 18:00:00+00:00,2010-09-04 17:00:00+00:00,24,13.6,13.6,13.7,13.4,undecidable_without_independent_evidence
eisbach,frozen,2010-09-13 12:00:00+00:00,2010-09-14 16:00:00+00:00,29,13.4,13.4,13.3,13.3,undecidable_without_independent_evidence
eisbach,frozen,2010-09-15 21:00:00+00:00,2010-09-16 22:00:00+00:00,26,13.3,13.3,13.2,13.4,undecidable_without_independent_evidence
eisbach,frozen,2010-10-01 02:00:00+00:00,2010-10-02 11:00:00+00:00,34,12.1,12.1,12.0,12.0,undecidable_without_independent_evidence
eisbach,frozen,2010-10-02 12:00:00+00:00,2010-10-03 17:00:00+00:00,30,12.0,12.0,12.1,12.1,undecidable_without_independent_evidence
eisbach,frozen,2010-10-08 01:00:00+00:00,2010-10-09 03:00:00+00:00,27,13.1,13.1,13.0,13.0,undecidable_without_independent_evidence
eisbach,frozen,2010-10-15 08:00:00+00:00,2010-10-16 07:00:00+00:00,24,10.8,10.8,10.9,10.7,undecidable_without_independent_evidence
eisbach,frozen,2010-10-24 21:00:00+00:00,2010-10-25 20:00:00+00:00,24,9.1,9.1,9.2,9.0,undecidable_without_independent_evidence
eisbach,frozen,2010-10-27 17:00:00+00:00,2010-10-29 13:00:00+00:00,45,8.6,8.6,8.7,8.7,undecidable_without_independent_evidence
eisbach,frozen,2010-11-02 13:00:00+00:00,2010-11-03 22:00:00+00:00,34,9.4,9.4,9.3,9.5,undecidable_without_independent_evidence
eisbach,frozen,2010-11-12 03:00:00+00:00,2010-11-13 04:00:00+00:00,26,8.9,8.9,9.0,9.0,undecidable_without_independent_evidence
eisbach,frozen,2010-11-14 21:00:00+00:00,2010-11-16 20:00:00+00:00,48,9.3,9.3,9.2,9.2,undecidable_without_independent_evidence
eisbach,frozen,2010-12-12 01:00:00+00:00,2010-12-13 13:00:00+00:00,37,4.3,4.3,4.4,4.2,undecidable_without_independent_evidence
eisbach,frozen,2010-12-16 12:00:00+00:00,2010-12-18 03:00:00+00:00,40,3.2,3.2,3.3,3.3,undecidable_without_independent_evidence
eisbach,frozen,2010-12-31 23:00:00+00:00,2011-01-03 12:00:00+00:00,62,3.9,3.9,3.8,3.8,undecidable_without_independent_evidence
eisbach,frozen,2011-01-11 16:00:00+00:00,2011-01-13 00:00:00+00:00,33,3.9,3.9,3.8,4.0,undecidable_without_independent_evidence
eisbach,frozen,2011-01-17 19:00:00+00:00,2011-01-19 11:00:00+00:00,41,4.6,4.6,4.5,4.7,undecidable_without_independent_evidence
eisbach,frozen,2011-01-19 12:00:00+00:00,2011-01-20 21:00:00+00:00,34,4.7,4.7,4.6,4.6,undecidable_without_independent_evidence
eisbach,frozen,2011-01-28 06:00:00+00:00,2011-01-29 23:00:00+00:00,42,3.5,3.5,3.4,3.4,undecidable_without_independent_evidence
eisbach,frozen,2011-02-02 05:00:00+00:00,2011-02-03 15:00:00+00:00,35,2.6,2.6,2.7,2.7,undecidable_without_independent_evidence
eisbach,frozen,2011-02-13 07:00:00+00:00,2011-02-14 08:00:00+00:00,26,4.5,4.5,4.4,4.6,undecidable_without_independent_evidence
eisbach,frozen,2011-02-14 09:00:00+00:00,2011-02-16 01:00:00+00:00,41,4.6,4.6,4.5,4.5,undecidable_without_independent_evidence
eisbach,frozen,2011-02-17 21:00:00+00:00,2011-02-19 18:00:00+00:00,46,4.2,4.2,4.3,4.1,undecidable_without_independent_evidence
eisbach,frozen,2011-02-19 20:00:00+00:00,2011-02-21 01:00:00+00:00,30,4.2,4.2,4.1,4.1,undecidable_without_independent_evidence
eisbach,frozen,2011-02-24 16:00:00+00:00,2011-02-25 21:00:00+00:00,30,3.3,3.3,3.4,3.4,undecidable_without_independent_evidence
eisbach,frozen,2011-03-05 21:00:00+00:00,2011-03-06 21:00:00+00:00,25,3.7,3.7,3.6,3.8,undecidable_without_independent_evidence
eisbach,frozen,2011-03-12 04:00:00+00:00,2011-03-14 02:00:00+00:00,47,5.4,5.4,5.3,5.5,undecidable_without_independent_evidence
eisbach,frozen,2011-03-27 02:00:00+00:00,2011-03-28 07:00:00+00:00,30,6.2,6.2,,6.3,undecidable_without_independent_evidence
eisbach,frozen,2011-03-28 18:00:00+00:00,2011-03-30 06:00:00+00:00,37,6.4,6.4,6.3,6.5,undecidable_without_independent_evidence
eisbach,frozen,2011-04-16 20:00:00+00:00,2011-04-18 01:00:00+00:00,30,8.4,8.4,8.3,8.5,undecidable_without_independent_evidence
eisbach,frozen,2011-04-30 21:00:00+00:00,2011-05-02 00:00:00+00:00,28,11.9,11.9,11.8,11.8,undecidable_without_independent_evidence
eisbach,frozen,2011-08-15 23:00:00+00:00,2011-08-18 02:00:00+00:00,52,15.7,15.7,15.6,15.8,undecidable_without_independent_evidence
eisbach,frozen,2011-10-01 14:00:00+00:00,2011-10-03 00:00:00+00:00,35,14.7,14.7,14.8,14.8,undecidable_without_independent_evidence
eisbach,frozen,2011-10-24 08:00:00+00:00,2011-10-26 08:00:00+00:00,49,9.0,9.0,9.1,9.1,undecidable_without_independent_evidence
eisbach,frozen,2011-10-30 11:00:00+00:00,2011-10-31 10:00:00+00:00,24,9.5,9.5,9.6,9.4,undecidable_without_independent_evidence
eisbach,frozen,2011-11-02 00:00:00+00:00,2011-11-02 23:00:00+00:00,24,9.4,9.4,9.3,9.5,undecidable_without_independent_evidence
eisbach,frozen,2011-11-18 08:00:00+00:00,2011-11-19 07:00:00+00:00,24,7.2,7.2,7.3,7.1,undecidable_without_independent_evidence
eisbach,frozen,2011-11-25 17:00:00+00:00,2011-11-27 10:00:00+00:00,42,6.0,6.0,5.9,5.9,undecidable_without_independent_evidence
eisbach,frozen,2011-12-02 23:00:00+00:00,2011-12-05 04:00:00+00:00,54,7.0,7.0,6.9,7.1,undecidable_without_independent_evidence
eisbach,frozen,2011-12-12 01:00:00+00:00,2011-12-13 11:00:00+00:00,35,5.7,5.7,5.8,5.6,undecidable_without_independent_evidence
eisbach,frozen,2011-12-13 12:00:00+00:00,2011-12-14 15:00:00+00:00,28,5.6,5.6,5.7,5.7,undecidable_without_independent_evidence
eisbach,frozen,2011-12-16 06:00:00+00:00,2011-12-17 14:00:00+00:00,33,5.6,5.6,5.7,5.5,undecidable_without_independent_evidence
eisbach,frozen,2011-12-21 19:00:00+00:00,2011-12-23 14:00:00+00:00,44,4.2,4.2,4.3,4.3,undecidable_without_independent_evidence
eisbach,frozen,2011-12-24 10:00:00+00:00,2011-12-27 23:00:00+00:00,86,4.5,4.5,4.4,4.4,undecidable_without_independent_evidence
eisbach,frozen,2011-12-28 00:00:00+00:00,2011-12-29 11:00:00+00:00,36,4.4,4.4,4.5,4.3,undecidable_without_independent_evidence
eisbach,frozen,2011-12-30 23:00:00+00:00,2012-01-01 05:00:00+00:00,31,4.1,4.1,4.2,4.0,undecidable_without_independent_evidence
eisbach,frozen,2012-01-01 22:00:00+00:00,2012-01-03 02:00:00+00:00,29,4.1,4.1,4.0,4.2,undecidable_without_independent_evidence
eisbach,frozen,2012-01-04 15:00:00+00:00,2012-01-06 05:00:00+00:00,39,4.6,4.6,4.5,4.5,undecidable_without_independent_evidence
eisbach,frozen,2012-01-08 12:00:00+00:00,2012-01-10 22:00:00+00:00,59,4.1,4.1,4.2,4.2,undecidable_without_independent_evidence
eisbach,frozen,2012-01-12 13:00:00+00:00,2012-01-14 08:00:00+00:00,44,4.3,4.3,4.4,4.2,undecidable_without_independent_evidence
eisbach,frozen,2012-01-22 04:00:00+00:00,2012-01-23 08:00:00+00:00,29,3.4,3.4,3.5,3.5,undecidable_without_independent_evidence
eisbach,frozen,2012-01-25 06:00:00+00:00,2012-01-26 07:00:00+00:00,26,3.7,3.7,3.8,3.6,undecidable_without_independent_evidence
eisbach,frozen,2012-01-27 17:00:00+00:00,2012-01-28 16:00:00+00:00,24,3.3,3.3,3.4,3.4,undecidable_without_independent_evidence
eisbach,frozen,2012-02-06 16:00:00+00:00,2012-02-07 16:00:00+00:00,25,0.3,0.3,0.4,0.4,undecidable_without_independent_evidence
eisbach,frozen,2012-02-10 04:00:00+00:00,2012-02-11 14:00:00+00:00,35,0.9,0.9,0.8,0.8,undecidable_without_independent_evidence
eisbach,frozen,2012-03-02 16:00:00+00:00,2012-03-03 22:00:00+00:00,31,4.4,4.4,4.3,4.5,undecidable_without_independent_evidence
eisbach,frozen,2012-03-04 02:00:00+00:00,2012-03-05 17:00:00+00:00,40,4.5,4.5,4.4,4.6,undecidable_without_independent_evidence
eisbach,frozen,2012-03-08 16:00:00+00:00,2012-03-11 08:00:00+00:00,65,4.2,4.2,4.1,4.3,undecidable_without_independent_evidence
eisbach,frozen,2012-03-11 19:00:00+00:00,2012-03-12 23:00:00+00:00,29,4.4,4.4,4.3,4.5,undecidable_without_independent_evidence
eisbach,frozen,2012-03-18 02:00:00+00:00,2012-03-19 04:00:00+00:00,27,5.8,5.8,5.7,5.9,undecidable_without_independent_evidence
eisbach,frozen,2012-03-20 03:00:00+00:00,2012-03-21 08:00:00+00:00,30,6.0,6.0,6.1,5.9,undecidable_without_independent_evidence
eisbach,frozen,2012-03-21 09:00:00+00:00,2012-03-22 11:00:00+00:00,27,5.9,5.9,6.0,6.0,undecidable_without_independent_evidence
eisbach,frozen,2012-03-25 18:00:00+00:00,2012-03-27 03:00:00+00:00,34,6.4,6.4,6.3,6.5,undecidable_without_independent_evidence
eisbach,frozen,2012-03-28 02:00:00+00:00,2012-03-29 04:00:00+00:00,27,6.6,6.6,6.5,6.7,undecidable_without_independent_evidence
eisbach,frozen,2012-03-30 15:00:00+00:00,2012-04-02 01:00:00+00:00,59,6.9,6.9,6.8,6.8,undecidable_without_independent_evidence
eisbach,frozen,2012-04-02 08:00:00+00:00,2012-04-04 08:00:00+00:00,49,6.8,6.8,6.9,,undecidable_without_independent_evidence
eisbach,subhourly_range,2026-09-09 08:00:00+00:00,2026-09-09 08:00:00+00:00,1,154.4,154.4,19.1,19.1,instrument_or_encoding_fault
isar_toelz,hampel,2020-06-02 09:00:00+00:00,2020-06-02 09:00:00+00:00,1,11.6,11.6,,,undecidable_without_independent_evidence
isar_toelz,jump,2012-04-04 15:00:00+00:00,2012-04-04 15:00:00+00:00,1,10.1,10.1,7.5,10.5,undecidable_without_independent_evidence
isar_toelz,jump,2012-04-11 07:00:00+00:00,2012-04-11 07:00:00+00:00,1,6.0,6.0,8.1,6.0,undecidable_without_independent_evidence
isar_toelz,jump,2023-02-04 04:00:00+00:00,2023-02-04 04:00:00+00:00,1,3.1,3.1,5.2,4.0,undecidable_without_independent_evidence
isar_toelz,jump,2023-08-26 16:00:00+00:00,2023-08-26 16:00:00+00:00,1,13.2,13.2,16.4,13.1,undecidable_without_independent_evidence
isar_toelz,jump,2024-05-23 14:00:00+00:00,2024-05-23 14:00:00+00:00,1,11.0,11.0,13.2,11.1,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2008-12-12 20:00:00+00:00,2008-12-14 02:00:00+00:00,31,5.3,5.3,5.2,5.2,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2010-10-13 01:00:00+00:00,2010-10-14 02:00:00+00:00,26,10.8,10.8,10.9,10.9,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2010-12-11 07:00:00+00:00,2010-12-12 08:00:00+00:00,26,5.0,5.0,4.9,4.9,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2013-11-17 05:00:00+00:00,2013-11-18 06:00:00+00:00,26,8.2,8.2,8.3,8.1,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2014-01-19 10:00:00+00:00,2014-01-20 13:00:00+00:00,28,4.6,4.6,4.7,4.7,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2014-11-26 05:00:00+00:00,2014-11-27 04:00:00+00:00,24,8.4,8.4,8.5,8.3,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2014-11-27 05:00:00+00:00,2014-11-28 04:00:00+00:00,24,8.3,8.3,8.4,8.2,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2014-12-06 14:00:00+00:00,2014-12-07 16:00:00+00:00,27,7.2,7.2,7.3,7.3,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2015-12-21 06:00:00+00:00,2015-12-22 06:00:00+00:00,25,6.0,6.0,5.9,5.9,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2016-11-25 10:00:00+00:00,2016-11-26 14:00:00+00:00,29,8.0,8.0,8.1,8.1,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2016-11-26 15:00:00+00:00,2016-11-27 18:00:00+00:00,28,8.1,8.1,8.0,8.0,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2017-11-28 21:00:00+00:00,2017-11-29 23:00:00+00:00,27,6.5,6.5,6.4,6.4,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2018-12-12 02:00:00+00:00,2018-12-13 05:00:00+00:00,28,6.2,6.2,6.1,6.1,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2018-12-28 08:00:00+00:00,2018-12-29 07:00:00+00:00,24,4.8,4.8,4.9,4.7,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2019-11-28 05:00:00+00:00,2019-11-29 07:00:00+00:00,27,7.4,7.4,7.5,7.3,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2021-01-04 00:00:00+00:00,2021-01-05 04:00:00+00:00,29,4.6,4.6,4.7,4.5,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2021-11-15 19:00:00+00:00,2021-11-16 18:00:00+00:00,24,8.2,8.2,8.1,8.1,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2021-11-17 04:00:00+00:00,2021-11-18 05:00:00+00:00,26,8.1,8.1,8.2,8.0,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2021-12-25 07:00:00+00:00,2021-12-26 11:00:00+00:00,29,5.3,5.3,5.2,5.4,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2021-12-27 18:00:00+00:00,2021-12-29 06:00:00+00:00,37,5.3,5.3,5.2,5.4,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2022-12-01 09:00:00+00:00,2022-12-02 11:00:00+00:00,27,7.5,7.5,7.4,7.6,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2022-12-31 15:00:00+00:00,2023-01-01 16:00:00+00:00,26,6.6,6.6,6.5,6.5,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2025-02-02 14:00:00+00:00,2025-02-03 14:00:00+00:00,25,4.5,4.5,4.6,4.4,undecidable_without_independent_evidence
loisach_beuerberg,frozen,2025-12-21 23:00:00+00:00,2025-12-23 07:00:00+00:00,33,5.2,5.2,5.1,5.1,undecidable_without_independent_evidence
airtemp,hampel,2018-01-03 09:00:00+00:00,2018-01-03 09:00:00+00:00,1,14.3,14.3,6.9,6.0,undecidable_without_independent_evidence
airtemp,jump,2018-08-13 15:00:00+00:00,2018-08-13 15:00:00+00:00,1,17.5,17.5,27.7,18.0,undecidable_without_independent_evidence
airtemp,jump,2023-06-22 18:00:00+00:00,2023-06-22 18:00:00+00:00,1,19.7,19.7,31.7,20.4,undecidable_without_independent_evidence
airtemp,jump,2026-05-31 13:00:00+00:00,2026-05-31 13:00:00+00:00,1,18.8,18.8,29.6,18.9,undecidable_without_independent_evidence
t_catchment,hampel,2022-11-14 09:00:00+00:00,2022-11-14 09:00:00+00:00,1,9.5,9.5,3.6,,undecidable_without_independent_evidence
t_catchment,jump,2017-08-24 18:00:00+00:00,2017-08-24 18:00:00+00:00,1,14.7,14.7,25.5,14.8,undecidable_without_independent_evidence
t_catchment,jump,2019-07-01 10:00:00+00:00,2019-07-01 10:00:00+00:00,1,19.4,19.4,29.8,19.2,undecidable_without_independent_evidence
t_catchment,jump,2024-01-24 09:00:00+00:00,2024-01-24 09:00:00+00:00,1,13.9,13.9,3.2,15.6,undecidable_without_independent_evidence
t_catchment,jump,2024-07-31 18:00:00+00:00,2024-07-31 18:00:00+00:00,1,16.7,16.7,27.5,16.9,undecidable_without_independent_evidence
rain_toelz,hampel,2010-07-22 20:00:00+00:00,2010-07-22 20:00:00+00:00,1,27.5,27.5,0.0,1.2,undecidable_without_independent_evidence
rain_toelz,hampel,2010-07-24 22:00:00+00:00,2010-07-24 22:00:00+00:00,1,11.1,11.1,5.5,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2011-05-26 14:00:00+00:00,2011-05-26 14:00:00+00:00,1,30.8,30.8,0.0,1.7,undecidable_without_independent_evidence
rain_toelz,hampel,2011-06-16 20:00:00+00:00,2011-06-16 20:00:00+00:00,1,18.1,18.1,0.0,3.2,undecidable_without_independent_evidence
rain_toelz,hampel,2011-06-22 19:00:00+00:00,2011-06-22 19:00:00+00:00,1,16.8,16.8,1.8,0.5,undecidable_without_independent_evidence
rain_toelz,hampel,2011-08-14 20:00:00+00:00,2011-08-14 20:00:00+00:00,1,17.2,17.2,1.4,1.6,undecidable_without_independent_evidence
rain_toelz,hampel,2011-08-24 17:00:00+00:00,2011-08-24 17:00:00+00:00,1,15.6,15.6,0.1,0.2,undecidable_without_independent_evidence
rain_toelz,hampel,2012-05-24 17:00:00+00:00,2012-05-24 17:00:00+00:00,1,20.8,20.8,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2012-05-29 12:00:00+00:00,2012-05-29 12:00:00+00:00,1,15.4,15.4,0.0,0.5,undecidable_without_independent_evidence
rain_toelz,hampel,2012-06-19 19:00:00+00:00,2012-06-19 19:00:00+00:00,1,25.6,25.6,0.1,3.1,undecidable_without_independent_evidence
rain_toelz,hampel,2012-06-20 15:00:00+00:00,2012-06-20 15:00:00+00:00,1,13.7,13.7,0.1,0.2,undecidable_without_independent_evidence
rain_toelz,hampel,2012-06-21 22:00:00+00:00,2012-06-21 22:00:00+00:00,1,11.0,11.0,3.9,1.4,undecidable_without_independent_evidence
rain_toelz,hampel,2012-07-01 14:00:00+00:00,2012-07-01 14:00:00+00:00,1,13.7,13.7,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2012-07-09 02:00:00+00:00,2012-07-09 02:00:00+00:00,1,10.8,10.8,3.0,9.7,undecidable_without_independent_evidence
rain_toelz,hampel,2012-07-25 14:00:00+00:00,2012-07-25 14:00:00+00:00,1,11.3,11.3,0.0,3.0,undecidable_without_independent_evidence
rain_toelz,hampel,2013-06-09 16:00:00+00:00,2013-06-09 16:00:00+00:00,1,14.5,14.5,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2013-08-06 20:00:00+00:00,2013-08-06 20:00:00+00:00,1,20.3,20.3,0.0,1.1,undecidable_without_independent_evidence
rain_toelz,hampel,2014-08-02 14:00:00+00:00,2014-08-02 14:00:00+00:00,1,17.7,17.7,0.0,0.2,undecidable_without_independent_evidence
rain_toelz,hampel,2015-06-06 20:00:00+00:00,2015-06-06 20:00:00+00:00,1,20.6,20.6,0.0,2.8,undecidable_without_independent_evidence
rain_toelz,hampel,2015-06-07 21:00:00+00:00,2015-06-07 21:00:00+00:00,1,14.4,14.4,0.0,2.7,undecidable_without_independent_evidence
rain_toelz,hampel,2015-07-07 21:00:00+00:00,2015-07-07 21:00:00+00:00,1,11.3,11.3,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2015-08-08 16:00:00+00:00,2015-08-08 16:00:00+00:00,1,10.3,10.3,0.0,2.8,undecidable_without_independent_evidence
rain_toelz,hampel,2016-06-25 16:00:00+00:00,2016-06-25 16:00:00+00:00,1,27.6,27.6,0.0,1.6,undecidable_without_independent_evidence
rain_toelz,hampel,2016-07-12 15:00:00+00:00,2016-07-12 15:00:00+00:00,1,16.5,16.5,0.0,5.3,undecidable_without_independent_evidence
rain_toelz,hampel,2016-07-12 20:00:00+00:00,2016-07-12 20:00:00+00:00,1,18.8,18.8,2.1,2.9,undecidable_without_independent_evidence
rain_toelz,hampel,2016-07-23 16:00:00+00:00,2016-07-23 16:00:00+00:00,1,18.4,18.4,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2016-08-29 21:00:00+00:00,2016-08-29 21:00:00+00:00,1,10.8,10.8,0.0,0.2,undecidable_without_independent_evidence
rain_toelz,hampel,2016-09-01 08:00:00+00:00,2016-09-01 08:00:00+00:00,1,10.6,10.6,0.2,0.8,undecidable_without_independent_evidence
rain_toelz,hampel,2017-04-03 20:00:00+00:00,2017-04-03 20:00:00+00:00,1,10.2,10.2,0.2,5.8,undecidable_without_independent_evidence
rain_toelz,hampel,2017-07-07 22:00:00+00:00,2017-07-07 22:00:00+00:00,1,12.1,12.1,6.3,2.4,undecidable_without_independent_evidence
rain_toelz,hampel,2017-08-01 20:00:00+00:00,2017-08-01 20:00:00+00:00,1,12.7,12.7,0.0,0.7,undecidable_without_independent_evidence
rain_toelz,hampel,2017-08-05 23:00:00+00:00,2017-08-05 23:00:00+00:00,1,11.3,11.3,0.6,6.7,undecidable_without_independent_evidence
rain_toelz,hampel,2017-08-16 00:00:00+00:00,2017-08-16 00:00:00+00:00,1,13.0,13.0,0.0,2.3,undecidable_without_independent_evidence
rain_toelz,hampel,2017-08-24 19:00:00+00:00,2017-08-24 19:00:00+00:00,1,11.8,11.8,0.0,9.4,undecidable_without_independent_evidence
rain_toelz,hampel,2018-07-25 16:00:00+00:00,2018-07-25 16:00:00+00:00,1,10.5,10.5,0.6,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2018-09-14 04:00:00+00:00,2018-09-14 04:00:00+00:00,1,10.7,10.7,0.3,9.6,undecidable_without_independent_evidence
rain_toelz,hampel,2019-07-07 07:00:00+00:00,2019-07-07 07:00:00+00:00,1,10.3,10.3,2.7,0.3,undecidable_without_independent_evidence
rain_toelz,hampel,2019-08-19 02:00:00+00:00,2019-08-19 02:00:00+00:00,1,15.8,15.8,0.0,3.7,undecidable_without_independent_evidence
rain_toelz,hampel,2019-08-25 14:00:00+00:00,2019-08-25 14:00:00+00:00,1,16.0,16.0,0.0,7.7,undecidable_without_independent_evidence
rain_toelz,hampel,2020-06-13 22:00:00+00:00,2020-06-13 22:00:00+00:00,1,15.5,15.5,0.0,7.3,undecidable_without_independent_evidence
rain_toelz,hampel,2020-06-17 16:00:00+00:00,2020-06-17 16:00:00+00:00,1,12.8,12.8,0.0,1.8,undecidable_without_independent_evidence
rain_toelz,hampel,2020-06-27 19:00:00+00:00,2020-06-27 19:00:00+00:00,1,16.8,16.8,1.5,2.8,undecidable_without_independent_evidence
rain_toelz,hampel,2020-06-28 18:00:00+00:00,2020-06-28 18:00:00+00:00,1,11.8,11.8,0.0,5.4,undecidable_without_independent_evidence
rain_toelz,hampel,2020-08-22 14:00:00+00:00,2020-08-22 14:00:00+00:00,1,10.8,10.8,4.9,1.6,undecidable_without_independent_evidence
rain_toelz,hampel,2021-07-24 19:00:00+00:00,2021-07-24 19:00:00+00:00,1,18.2,18.2,0.0,2.5,undecidable_without_independent_evidence
rain_toelz,hampel,2021-07-25 17:00:00+00:00,2021-07-25 17:00:00+00:00,1,11.6,11.6,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2022-05-05 23:00:00+00:00,2022-05-05 23:00:00+00:00,1,16.7,16.7,1.7,0.9,undecidable_without_independent_evidence
rain_toelz,hampel,2022-08-26 22:00:00+00:00,2022-08-26 22:00:00+00:00,1,17.8,17.8,4.1,0.9,undecidable_without_independent_evidence
rain_toelz,hampel,2022-09-03 15:00:00+00:00,2022-09-03 15:00:00+00:00,1,19.3,19.3,0.0,9.8,undecidable_without_independent_evidence
rain_toelz,hampel,2023-05-05 20:00:00+00:00,2023-05-05 20:00:00+00:00,1,10.1,10.1,0.0,4.9,undecidable_without_independent_evidence
rain_toelz,hampel,2023-07-05 13:00:00+00:00,2023-07-05 13:00:00+00:00,1,21.2,21.2,1.2,1.9,undecidable_without_independent_evidence
rain_toelz,hampel,2023-07-11 23:00:00+00:00,2023-07-11 23:00:00+00:00,1,18.9,18.9,0.0,0.6,undecidable_without_independent_evidence
rain_toelz,hampel,2023-07-24 14:00:00+00:00,2023-07-24 14:00:00+00:00,1,15.8,15.8,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2023-08-26 15:00:00+00:00,2023-08-26 15:00:00+00:00,1,26.0,26.0,0.0,7.0,undecidable_without_independent_evidence
rain_toelz,hampel,2024-05-23 15:00:00+00:00,2024-05-23 15:00:00+00:00,1,39.5,39.5,0.0,4.4,undecidable_without_independent_evidence
rain_toelz,hampel,2024-07-10 15:00:00+00:00,2024-07-10 15:00:00+00:00,1,20.0,20.0,0.0,0.1,undecidable_without_independent_evidence
rain_toelz,hampel,2024-07-24 00:00:00+00:00,2024-07-24 00:00:00+00:00,1,13.1,13.1,2.9,2.6,undecidable_without_independent_evidence
rain_toelz,hampel,2024-07-31 20:00:00+00:00,2024-07-31 20:00:00+00:00,1,22.4,22.4,0.9,3.6,undecidable_without_independent_evidence
rain_toelz,hampel,2024-08-17 15:00:00+00:00,2024-08-17 15:00:00+00:00,1,20.8,20.8,0.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2025-08-21 21:00:00+00:00,2025-08-21 21:00:00+00:00,1,20.7,20.7,3.1,4.0,undecidable_without_independent_evidence
rain_toelz,hampel,2026-07-01 09:00:00+00:00,2026-07-01 09:00:00+00:00,1,21.2,21.2,3.6,3.9,undecidable_without_independent_evidence
rain_toelz,hampel,2026-07-05 19:00:00+00:00,2026-07-05 19:00:00+00:00,1,11.1,11.1,2.0,0.9,undecidable_without_independent_evidence
rain_toelz,hampel,2026-07-31 18:00:00+00:00,2026-07-31 18:00:00+00:00,1,16.5,16.5,0.0,6.0,undecidable_without_independent_evidence
rain_toelz,hampel,2026-08-18 06:00:00+00:00,2026-08-18 06:00:00+00:00,1,16.6,16.6,0.0,2.7,undecidable_without_independent_evidence
rain_toelz,hampel,2026-08-28 15:00:00+00:00,2026-08-28 15:00:00+00:00,1,11.7,11.7,5.0,0.0,undecidable_without_independent_evidence
rain_toelz,hampel,2026-09-09 11:00:00+00:00,2026-09-09 11:00:00+00:00,1,11.6,11.6,0.0,4.0,undecidable_without_independent_evidence
