timestamp,wassertemp,lufttemperatur_c,pressure
2026-07-01 00:00:00+00:00,21.1,,
2026-07-01 01:00:00+00:00,21.0,,
2026-07-01 02:00:00+00:00,20.9,,
2026-07-01 03:00:00+00:00,20.8,,
2026-07-01 04:00:00+00:00,20.7,,
2026-07-01 05:00:00+00:00,20.6,,
2026-07-01 06:00:00+00:00,20.5,,
2026-07-01 07:00:00+00:00,20.5,,
2026-07-01 08:00:00+00:00,20.3,,
2026-07-01 09:00:00+00:00,20.1,,
2026-07-01 10:00:00+00:00,19.9,,
2026-07-01 11:00:00+00:00,19.7,,
2026-07-01 12:00:00+00:00,19.5,,
2026-07-01 13:00:00+00:00,19.3,,
2026-07-01 14:00:00+00:00,19.2,,
2026-07-01 15:00:00+00:00,19.1,,
2026-07-01 16:00:00+00:00,19.1,,
2026-07-01 17:00:00+00:00,19.0,,
2026-07-01 18:00:00+00:00,19.0,,
2026-07-01 19:00:00+00:00,19.0,,
2026-07-01 20:00:00+00:00,19.0,,
2026-07-01 21:00:00+00:00,19.1,,
2026-07-01 22:00:00+00:00,19.0,,
2026-07-01 23:00:00+00:00,18.8,,
2026-07-02 00:00:00+00:00,18.7,,
2026-07-02 01:00:00+00:00,18.6,,
2026-07-02 02:00:00+00:00,18.4,,
2026-07-02 03:00:00+00:00,18.2,,
2026-07-02 04:00:00+00:00,18.0,,
2026-07-02 05:00:00+00:00,17.8,,
2026-07-02 06:00:00+00:00,17.7,,
2026-07-02 07:00:00+00:00,17.7,,
2026-07-02 08:00:00+00:00,17.8,,
2026-07-02 09:00:00+00:00,18.0,,
2026-07-02 10:00:00+00:00,18.1,,
2026-07-02 11:00:00+00:00,18.5,,
2026-07-02 12:00:00+00:00,18.8,,
2026-07-02 13:00:00+00:00,19.0,,
2026-07-02 14:00:00+00:00,19.3,,
2026-07-02 15:00:00+00:00,19.8,,
2026-07-02 16:00:00+00:00,19.6,,
2026-07-02 17:00:00+00:00,19.6,,
2026-07-02 18:00:00+00:00,19.5,,
2026-07-02 19:00:00+00:00,19.5,,
2026-07-02 20:00:00+00:00,19.4,,
2026-07-02 21:00:00+00:00,19.3,,
2026-07-02 22:00:00+00:00,19.2,,
2026-07-02 23:00:00+00:00,19.2,,
2026-07-03 00:00:00+00:00,19.1,,
2026-07-03 01:00:00+00:00,19.0,,
2026-07-03 02:00:00+00:00,19.0,,
2026-07-03 03:00:00+00:00,18.9,,
2026-07-03 04:00:00+00:00,18.9,,
2026-07-03 05:00:00+00:00,18.8,,
2026-07-03 06:00:00+00:00,18.8,,
2026-07-03 07:00:00+00:00,18.9,,
2026-07-03 08:00:00+00:00,18.9,,
2026-07-03 09:00:00+00:00,19.0,,
2026-07-03 10:00:00+00:00,19.2,,
2026-07-03 11:00:00+00:00,19.4,,
2026-07-03 12:00:00+00:00,19.6,,
2026-07-03 13:00:00+00:00,19.9,,
2026-07-03 14:00:00+00:00,20.0,,
2026-07-03 15:00:00+00:00,20.1,,
2026-07-03 16:00:00+00:00,20.2,,
2026-07-03 17:00:00+00:00,19.9,,
2026-07-03 18:00:00+00:00,19.8,,
2026-07-03 19:00:00+00:00,19.7,,
2026-07-03 20:00:00+00:00,19.5,,
2026-07-03 21:00:00+00:00,19.3,,
2026-07-03 22:00:00+00:00,19.2,,
2026-07-03 23:00:00+00:00,19.2,,
2026-07-04 00:00:00+00:00,19.1,,
2026-07-04 01:00:00+00:00,19.1,,
2026-07-04 02:00:00+00:00,19.0,,
2026-07-04 03:00:00+00:00,18.9,,
2026-07-04 04:00:00+00:00,18.8,,
2026-07-04 05:00:00+00:00,18.7,,
2026-07-04 06:00:00+00:00,18.7,,
