timestamp,wassertemp,lufttemperatur_c,pressure
2026-08-01 00:00:00+00:00,21.5,19.4,1014.9
2026-08-01 01:00:00+00:00,21.5,19.1,1015.2
2026-08-01 02:00:00+00:00,21.4,19.0,1015.5
2026-08-01 03:00:00+00:00,21.3,19.5,1016.0
2026-08-01 04:00:00+00:00,21.2,19.9,1015.9
2026-08-01 05:00:00+00:00,21.2,20.1,1015.6
2026-08-01 06:00:00+00:00,21.3,20.7,1015.5
2026-08-01 07:00:00+00:00,21.3,21.9,1015.4
2026-08-01 08:00:00+00:00,21.3,23.7,1015.2
2026-08-01 09:00:00+00:00,21.6,24.7,1015.0
2026-08-01 10:00:00+00:00,21.8,25.9,1014.5
2026-08-01 11:00:00+00:00,21.8,27.3,1014.4
2026-08-01 12:00:00+00:00,22.2,28.7,1013.8
2026-08-01 13:00:00+00:00,22.3,28.7,1013.4
2026-08-01 14:00:00+00:00,22.6,27.8,1013.2
2026-08-01 15:00:00+00:00,22.4,26.9,1013.6
2026-08-01 16:00:00+00:00,22.4,21.1,1015.4
2026-08-01 17:00:00+00:00,22.4,22.0,1015.2
2026-08-01 18:00:00+00:00,22.2,22.8,1015.3
2026-08-01 19:00:00+00:00,22.0,22.4,1016.2
2026-08-01 20:00:00+00:00,21.8,20.7,1017.2
2026-08-01 21:00:00+00:00,21.6,20.1,1017.4
2026-08-01 22:00:00+00:00,21.4,19.5,1017.5
2026-08-01 23:00:00+00:00,21.2,19.2,1017.5
2026-08-02 00:00:00+00:00,21.1,19.2,1017.2
2026-08-02 01:00:00+00:00,21.1,19.6,1016.9
2026-08-02 02:00:00+00:00,21.0,19.2,1017.0
2026-08-02 03:00:00+00:00,21.0,18.5,1017.2
2026-08-02 04:00:00+00:00,20.9,17.9,1017.2
2026-08-02 05:00:00+00:00,21.0,17.9,1017.3
2026-08-02 06:00:00+00:00,20.8,18.3,1017.1
2026-08-02 07:00:00+00:00,20.9,20.0,1016.5
2026-08-02 08:00:00+00:00,21.0,21.6,1016.1
2026-08-02 09:00:00+00:00,21.3,23.1,1015.8
2026-08-02 10:00:00+00:00,21.6,25.2,1015.1
2026-08-02 11:00:00+00:00,21.9,26.1,1014.7
2026-08-02 12:00:00+00:00,22.2,27.3,1014.0
2026-08-02 13:00:00+00:00,22.4,28.9,1013.2
2026-08-02 14:00:00+00:00,22.7,28.9,1012.6
2026-08-02 15:00:00+00:00,22.8,29.4,1012.2
2026-08-02 16:00:00+00:00,22.9,29.2,1012.1
2026-08-02 17:00:00+00:00,22.8,28.7,1012.3
2026-08-02 18:00:00+00:00,22.8,28.4,1011.9
2026-08-02 19:00:00+00:00,22.6,26.4,1012.4
2026-08-02 20:00:00+00:00,22.3,24.4,1013.5
2026-08-02 21:00:00+00:00,22.1,23.0,1013.9
2026-08-02 22:00:00+00:00,21.8,22.3,1013.7
2026-08-02 23:00:00+00:00,21.7,21.4,1013.6
2026-08-03 00:00:00+00:00,21.5,20.2,1013.4
2026-08-03 01:00:00+00:00,21.5,19.3,1013.5
2026-08-03 02:00:00+00:00,21.4,18.4,1013.7
2026-08-03 03:00:00+00:00,21.3,19.1,1013.5
2026-08-03 04:00:00+00:00,21.2,18.4,1013.9
2026-08-03 05:00:00+00:00,21.1,19.8,1013.6
2026-08-03 06:00:00+00:00,21.2,20.6,1013.5
2026-08-03 07:00:00+00:00,21.2,24.2,1013.0
2026-08-03 08:00:00+00:00,21.4,25.6,1013.0
2026-08-03 09:00:00+00:00,21.7,27.9,1012.5
2026-08-03 10:00:00+00:00,22.1,31.5,1011.7
2026-08-03 11:00:00+00:00,22.4,33.3,1011.3
2026-08-03 12:00:00+00:00,22.8,34.2,1010.8
2026-08-03 13:00:00+00:00,23.1,34.7,1010.3
2026-08-03 14:00:00+00:00,23.2,35.5,1009.8
2026-08-03 15:00:00+00:00,23.4,34.5,1009.5
2026-08-03 16:00:00+00:00,23.4,33.5,1009.6
2026-08-03 17:00:00+00:00,23.5,33.2,1009.2
2026-08-03 18:00:00+00:00,23.2,32.2,1010.1
2026-08-03 19:00:00+00:00,23.1,23.5,1012.4
2026-08-03 20:00:00+00:00,22.7,23.3,1012.6
2026-08-03 21:00:00+00:00,22.5,23.4,1012.3
2026-08-03 22:00:00+00:00,22.2,21.6,1012.6
2026-08-03 23:00:00+00:00,22.0,24.2,1011.8
2026-08-04 00:00:00+00:00,21.9,21.0,1012.4
2026-08-04 01:00:00+00:00,21.8,20.0,1012.6
2026-08-04 02:00:00+00:00,21.7,20.7,1012.9
2026-08-04 03:00:00+00:00,21.6,19.5,1013.1
2026-08-04 04:00:00+00:00,21.6,19.5,1013.1
2026-08-04 05:00:00+00:00,21.5,21.1,1013.1
2026-08-04 06:00:00+00:00,21.5,24.2,1012.7
2026-08-04 07:00:00+00:00,21.5,27.8,1012.2
2026-08-04 08:00:00+00:00,21.7,30.0,1011.8
2026-08-04 09:00:00+00:00,22.0,31.7,1011.8
2026-08-04 10:00:00+00:00,22.3,32.8,1011.7
2026-08-04 11:00:00+00:00,22.8,33.7,1011.3
2026-08-04 12:00:00+00:00,23.2,34.1,1011.0
2026-08-04 13:00:00+00:00,23.5,35.4,1010.3
2026-08-04 14:00:00+00:00,23.7,36.0,1009.8
2026-08-04 15:00:00+00:00,23.8,35.1,1009.5
2026-08-04 16:00:00+00:00,23.7,34.8,1009.0
2026-08-04 17:00:00+00:00,23.8,34.4,1008.7
2026-08-04 18:00:00+00:00,23.7,32.5,1009.7
2026-08-04 19:00:00+00:00,23.3,29.8,1010.3
2026-08-04 20:00:00+00:00,23.1,29.9,1011.3
2026-08-04 21:00:00+00:00,22.8,27.6,1012.6
2026-08-04 22:00:00+00:00,22.6,23.6,1013.5
2026-08-04 23:00:00+00:00,22.3,23.9,1013.7
2026-08-05 00:00:00+00:00,22.1,23.4,1014.2
2026-08-05 01:00:00+00:00,22.0,22.7,1015.2
2026-08-05 02:00:00+00:00,21.9,22.6,1015.0
2026-08-05 03:00:00+00:00,21.8,22.5,1015.0
2026-08-05 04:00:00+00:00,21.8,21.9,1015.2
2026-08-05 05:00:00+00:00,21.8,21.9,1015.6
2026-08-05 06:00:00+00:00,21.8,23.3,1015.8
2026-08-05 07:00:00+00:00,21.8,25.6,1015.4
2026-08-05 08:00:00+00:00,21.9,27.6,1015.2
2026-08-05 09:00:00+00:00,22.2,28.6,1015.1
2026-08-05 10:00:00+00:00,22.5,28.9,1015.0
2026-08-05 11:00:00+00:00,23.0,31.4,1014.3
2026-08-05 12:00:00+00:00,23.4,32.6,1013.7
2026-08-05 13:00:00+00:00,23.7,31.8,1013.6
2026-08-05 14:00:00+00:00,24.0,32.3,1012.9
2026-08-05 15:00:00+00:00,24.1,33.0,1012.4
2026-08-05 16:00:00+00:00,24.1,32.3,1012.6
2026-08-05 17:00:00+00:00,24.1,31.7,1012.8
2026-08-05 18:00:00+00:00,23.9,30.9,1013.2
2026-08-05 19:00:00+00:00,23.7,28.6,1014.0
2026-08-05 20:00:00+00:00,23.3,28.0,1015.5
2026-08-05 21:00:00+00:00,22.9,21.7,1018.0
2026-08-05 22:00:00+00:00,22.5,19.8,1018.7
2026-08-05 23:00:00+00:00,22.4,20.6,1018.0
2026-08-06 00:00:00+00:00,22.2,20.3,1018.6
2026-08-06 01:00:00+00:00,22.2,20.3,1018.3
2026-08-06 02:00:00+00:00,22.1,20.7,1017.9
2026-08-06 03:00:00+00:00,22.1,20.7,1018.0
2026-08-06 04:00:00+00:00,22.1,20.1,1018.2
2026-08-06 05:00:00+00:00,22.0,20.7,1018.1
2026-08-06 06:00:00+00:00,21.9,21.7,1017.9
2026-08-06 07:00:00+00:00,22.0,22.7,1018.1
2026-08-06 08:00:00+00:00,22.0,23.0,1018.3
2026-08-06 09:00:00+00:00,22.1,22.5,1018.8
2026-08-06 10:00:00+00:00,22.1,20.6,1019.6
2026-08-06 11:00:00+00:00,22.1,20.5,1019.7
2026-08-06 12:00:00+00:00,22.2,21.5,1018.8
2026-08-06 13:00:00+00:00,22.3,22.0,1018.5
2026-08-06 14:00:00+00:00,22.2,21.9,1018.3
2026-08-06 15:00:00+00:00,22.1,23.1,1017.8
2026-08-06 16:00:00+00:00,22.2,23.8,1017.6
2026-08-06 17:00:00+00:00,22.0,23.8,1017.5
2026-08-06 18:00:00+00:00,21.9,23.5,1018.0
2026-08-06 19:00:00+00:00,21.8,22.8,1018.4
2026-08-06 20:00:00+00:00,21.7,22.5,1019.2
2026-08-06 21:00:00+00:00,21.6,22.2,1019.2
2026-08-06 22:00:00+00:00,21.5,21.5,1019.4
2026-08-06 23:00:00+00:00,21.4,20.3,1019.5
2026-08-07 00:00:00+00:00,21.3,19.9,1019.8
2026-08-07 01:00:00+00:00,21.2,19.3,1020.1
2026-08-07 02:00:00+00:00,21.1,18.0,1020.3
2026-08-07 03:00:00+00:00,21.1,17.0,1020.3
2026-08-07 04:00:00+00:00,21.1,17.1,1020.5
2026-08-07 05:00:00+00:00,21.1,17.5,1020.8
2026-08-07 06:00:00+00:00,21.1,17.8,1021.1
2026-08-07 07:00:00+00:00,21.1,18.4,1020.9
2026-08-07 08:00:00+00:00,21.1,19.5,1020.6
2026-08-07 09:00:00+00:00,21.3,22.7,1019.9
2026-08-07 10:00:00+00:00,21.6,22.7,1019.7
2026-08-07 11:00:00+00:00,21.7,23.7,1019.2
2026-08-07 12:00:00+00:00,21.9,24.2,1019.0
2026-08-07 13:00:00+00:00,22.0,25.7,1017.7
2026-08-07 14:00:00+00:00,22.3,26.6,1016.9
2026-08-07 15:00:00+00:00,22.4,26.9,1016.5
2026-08-07 16:00:00+00:00,22.5,26.2,1017.0
2026-08-07 17:00:00+00:00,22.3,25.6,1016.9
2026-08-07 18:00:00+00:00,22.1,24.8,1017.3
2026-08-07 19:00:00+00:00,21.9,24.2,1017.5
2026-08-07 20:00:00+00:00,21.6,23.0,1018.3
2026-08-07 21:00:00+00:00,21.4,23.5,1018.6
2026-08-07 22:00:00+00:00,21.2,22.6,1018.9
2026-08-07 23:00:00+00:00,21.1,21.9,1019.1
2026-08-08 00:00:00+00:00,20.9,19.8,1019.4
2026-08-08 01:00:00+00:00,20.9,17.4,1019.9
2026-08-08 02:00:00+00:00,20.7,16.9,1020.0
2026-08-08 03:00:00+00:00,20.8,15.9,1020.1
2026-08-08 04:00:00+00:00,20.6,15.5,1020.3
2026-08-08 05:00:00+00:00,20.5,16.2,1020.5
2026-08-08 06:00:00+00:00,20.4,17.6,1020.3
2026-08-08 07:00:00+00:00,20.4,19.7,1019.7
2026-08-08 08:00:00+00:00,20.5,21.9,1019.3
2026-08-08 09:00:00+00:00,20.8,24.0,1018.8
2026-08-08 10:00:00+00:00,21.2,26.0,1018.2
2026-08-08 11:00:00+00:00,21.6,27.3,1017.5
2026-08-08 12:00:00+00:00,21.9,27.7,1016.7
2026-08-08 13:00:00+00:00,22.0,29.1,1016.3
2026-08-08 14:00:00+00:00,22.4,29.4,1015.9
2026-08-08 15:00:00+00:00,22.5,28.9,1015.7
2026-08-08 16:00:00+00:00,22.5,28.9,1015.5
2026-08-08 17:00:00+00:00,22.5,28.3,1015.5
2026-08-08 18:00:00+00:00,22.2,27.2,1016.0
2026-08-08 19:00:00+00:00,21.9,25.6,1016.4
2026-08-08 20:00:00+00:00,21.6,23.0,1017.2
2026-08-08 21:00:00+00:00,21.4,21.2,1017.5
2026-08-08 22:00:00+00:00,21.2,20.1,1018.0
2026-08-08 23:00:00+00:00,21.0,19.1,1018.0
2026-08-09 00:00:00+00:00,20.7,18.5,1017.6
2026-08-09 01:00:00+00:00,20.7,17.7,1018.0
