timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,station,unit
2023-08-01 00:00:00+00:00,13.275,13.2,13.4,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 01:00:00+00:00,13.05,13.0,13.1,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 02:00:00+00:00,12.850000000000001,12.8,12.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 03:00:00+00:00,12.725,12.7,12.8,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 04:00:00+00:00,12.674999999999999,12.6,12.7,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 05:00:00+00:00,12.6,12.6,12.6,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 06:00:00+00:00,12.6,12.6,12.6,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 07:00:00+00:00,12.6,12.6,12.6,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 08:00:00+00:00,12.674999999999999,12.6,12.7,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 09:00:00+00:00,12.825000000000001,12.8,12.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 10:00:00+00:00,13.075,13.0,13.2,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 11:00:00+00:00,13.3,13.3,13.3,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 12:00:00+00:00,13.375,13.3,13.4,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 13:00:00+00:00,13.6,13.5,13.7,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 14:00:00+00:00,13.825000000000001,13.8,13.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 15:00:00+00:00,13.925,13.9,14.0,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 16:00:00+00:00,13.9,13.9,13.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 17:00:00+00:00,13.825000000000001,13.8,13.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 18:00:00+00:00,13.649999999999999,13.6,13.7,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 19:00:00+00:00,13.525,13.5,13.6,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 20:00:00+00:00,13.350000000000001,13.3,13.4,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 21:00:00+00:00,13.2,13.1,13.3,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 22:00:00+00:00,13.025,13.0,13.1,4,0,0,bad-toelz-b472-16003207,degC
2023-08-01 23:00:00+00:00,12.850000000000001,12.8,12.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 00:00:00+00:00,12.649999999999999,12.6,12.7,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 01:00:00+00:00,12.45,12.4,12.5,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 02:00:00+00:00,12.225,12.2,12.3,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 03:00:00+00:00,12.05,12.0,12.1,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 04:00:00+00:00,11.9,11.9,11.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 05:00:00+00:00,11.825000000000001,11.8,11.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 06:00:00+00:00,11.9,11.9,11.9,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 07:00:00+00:00,11.95,11.9,12.0,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 08:00:00+00:00,12.149999999999999,12.1,12.2,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 09:00:00+00:00,12.350000000000001,12.3,12.4,4,0,0,bad-toelz-b472-16003207,degC
2023-08-02 10:00:00+00:00,12.65,12.5,12.8,4,0,0,bad-toelz-b472-16003207,degC
