timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict,station,unit
2015-08-01 00:00:00+00:00,17.7,17.7,17.7,17.7,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 01:00:00+00:00,17.6,17.675,17.6,17.7,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 02:00:00+00:00,17.7,17.7,17.7,17.7,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 03:00:00+00:00,17.7,17.7,17.7,17.7,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 04:00:00+00:00,17.7,17.7,17.7,17.7,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 05:00:00+00:00,17.7,17.65,17.6,17.7,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 06:00:00+00:00,17.6,17.6,17.6,17.6,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 07:00:00+00:00,17.6,17.6,17.6,17.6,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 08:00:00+00:00,17.6,17.525,17.5,17.6,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 09:00:00+00:00,17.5,17.475,17.4,17.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 10:00:00+00:00,17.4,17.4,17.4,17.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 11:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 12:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 13:00:00+00:00,17.4,17.3,17.2,17.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 14:00:00+00:00,17.2,17.25,17.2,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 15:00:00+00:00,17.3,17.225,17.2,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 16:00:00+00:00,17.2,17.2,17.2,17.2,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 17:00:00+00:00,17.2,17.225,17.2,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 18:00:00+00:00,17.3,17.25,17.2,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 19:00:00+00:00,17.2,17.2,17.2,17.2,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 20:00:00+00:00,17.2,17.225,17.2,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 21:00:00+00:00,17.2,17.275,17.2,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 22:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-01 23:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-02 00:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-02 01:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-02 02:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-02 03:00:00+00:00,17.3,17.3,17.3,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2015-08-02 04:00:00+00:00,17.2,17.225,17.2,17.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
