timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,station,unit
2022-01-01 00:00:00+00:00,5.45,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 01:00:00+00:00,5.5,5.5,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 02:00:00+00:00,5.425000000000001,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 03:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 04:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 05:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 06:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 07:00:00+00:00,5.3,5.3,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 08:00:00+00:00,5.3,5.3,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 09:00:00+00:00,5.3,5.3,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 10:00:00+00:00,5.3,5.3,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 11:00:00+00:00,5.3,5.3,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 12:00:00+00:00,5.375,5.3,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 13:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 14:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 15:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 16:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 17:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 18:00:00+00:00,5.425000000000001,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 19:00:00+00:00,5.475,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 20:00:00+00:00,5.5,5.5,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 21:00:00+00:00,5.5,5.5,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 22:00:00+00:00,5.425000000000001,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-01 23:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 00:00:00+00:00,5.3,5.3,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 01:00:00+00:00,5.225,5.2,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 02:00:00+00:00,5.125,5.1,5.2,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 03:00:00+00:00,5.025,5.0,5.1,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 04:00:00+00:00,5.0,5.0,5.0,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 05:00:00+00:00,4.9,4.9,4.9,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 06:00:00+00:00,4.9,4.9,4.9,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 07:00:00+00:00,4.85,4.8,4.9,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 08:00:00+00:00,4.8,4.8,4.8,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 09:00:00+00:00,4.8,4.8,4.8,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 10:00:00+00:00,4.825,4.8,4.9,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 11:00:00+00:00,4.9,4.9,4.9,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 12:00:00+00:00,4.925000000000001,4.9,5.0,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 13:00:00+00:00,4.9,4.9,4.9,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 14:00:00+00:00,4.9,4.9,4.9,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 15:00:00+00:00,4.95,4.9,5.0,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 16:00:00+00:00,5.0,5.0,5.0,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 17:00:00+00:00,5.0,5.0,5.0,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 18:00:00+00:00,5.0,5.0,5.0,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 19:00:00+00:00,5.074999999999999,5.0,5.1,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 20:00:00+00:00,5.15,5.1,5.2,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 21:00:00+00:00,5.225,5.2,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 22:00:00+00:00,5.3,5.3,5.3,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-02 23:00:00+00:00,5.35,5.3,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 00:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 01:00:00+00:00,5.4,5.4,5.4,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 02:00:00+00:00,5.425000000000001,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 03:00:00+00:00,5.425000000000001,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 04:00:00+00:00,5.475,5.4,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 05:00:00+00:00,5.5,5.5,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 06:00:00+00:00,5.5,5.5,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 07:00:00+00:00,5.5,5.5,5.5,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 08:00:00+00:00,5.574999999999999,5.5,5.6,4,0,0,muenchen-himmelreichbruecke-16515005,degC
2022-01-03 09:00:00+00:00,5.6,5.6,5.6,4,0,0,muenchen-himmelreichbruecke-16515005,degC
