timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2010-07-05T23Z,,,,,0,,
2010-07-06T00Z,,,,,0,,
2010-07-06T01Z,,,,,0,,
2010-07-06T02Z,,,,,0,,
2010-07-06T03Z,,,,,0,,
2010-07-06T04Z,,,,,0,,
2010-07-06T05Z,,,,,0,,
2010-07-06T06Z,15.6,15.6,,,4,,
2010-07-06T07Z,15.6,15.6,,,4,,
2010-07-06T08Z,15.6,15.6,,,4,,
2010-07-06T09Z,15.6,15.6,,,4,,
2010-07-06T10Z,15.6,15.6,,,4,,
2010-07-06T11Z,15.6,15.6,,,4,,
2010-07-06T12Z,15.6,15.675,,15.7,4,,
2010-07-06T13Z,15.7,15.7,,,4,,
2010-07-06T14Z,15.7,15.7,,,4,,
2010-07-06T15Z,15.7,15.7,,,4,,
2010-07-06T16Z,15.7,15.7,,,4,,
2010-07-06T17Z,15.7,15.7,,,4,,
2010-07-06T18Z,15.7,15.7,,,4,,
2010-07-06T19Z,15.7,15.7,,,4,,
2010-07-06T20Z,15.7,15.7,,,4,,
2010-07-06T21Z,15.7,15.7,,,4,,
2010-07-06T22Z,15.7,15.7,,,4,,
2010-07-06T23Z,15.7,15.725,,15.8,4,,
2010-07-07T00Z,15.7,15.725,,15.8,4,,
2010-07-07T01Z,15.8,15.8,,,4,,
2010-07-07T02Z,15.8,15.8,,,4,,
2010-07-07T03Z,15.8,15.8,,,4,,
2010-07-07T04Z,15.8,15.8,,,4,,
2010-07-07T05Z,15.8,15.8,,,4,,
2010-07-07T06Z,15.8,15.8,,,4,,
2010-07-07T07Z,15.8,15.8,,,4,,
2010-07-07T08Z,15.8,15.8,,,4,,
2010-07-07T09Z,15.8,15.8,,,4,,
2010-07-07T10Z,15.8,15.8,,,4,,
2010-07-07T11Z,15.8,15.8,,,4,,
2010-07-07T12Z,15.8,15.8,,,4,,
2010-07-07T13Z,15.9,15.825,15.8,,4,,
2010-07-07T14Z,15.8,15.85,,15.9,4,,
2010-07-07T15Z,15.9,15.875,15.8,,4,,
2010-07-07T16Z,15.8,15.875,,15.9,4,,
2010-07-07T17Z,15.9,15.9,,,4,,
2010-07-07T18Z,15.9,15.9,,,4,,
2010-07-07T19Z,15.9,15.9,,,4,,
2010-07-07T20Z,15.9,15.9,,,4,,
2010-07-07T21Z,15.9,15.9,,,4,,
