timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2013-01-08T23Z,,,,,0,,
2013-01-09T00Z,,,,,0,,
2013-01-09T01Z,,,,,0,,
2013-01-09T02Z,,,,,0,,
2013-01-09T03Z,,,,,0,,
2013-01-09T04Z,,,,,0,,
2013-01-09T05Z,,,,,0,,
2013-01-09T06Z,,,,,0,,
2013-01-09T07Z,,,,,0,,
2013-01-09T08Z,,,,,0,,
2013-01-09T09Z,,,,,0,,
2013-01-09T10Z,,,,,0,,
2013-01-09T11Z,,,,,0,,
2013-01-09T12Z,,,,,0,,
2013-01-09T13Z,,,,,0,,
2013-01-09T14Z,,,,,0,,
2013-01-09T15Z,,,,,0,,
2013-01-09T16Z,,,,,0,,
2013-01-09T17Z,,,,,0,,
2013-01-09T18Z,,,,,0,,
2013-01-09T19Z,,,,,0,,
2013-01-09T20Z,,,,,0,,
2013-01-09T21Z,,,,,0,,
2013-01-09T22Z,,,,,0,,
