timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2018-09-01T00Z,16.2,16.15,16.1,,4,,
2018-09-01T01Z,16.1,16.1,,,4,,
2018-09-01T02Z,16.1,16.1,,,4,,
2018-09-01T03Z,16.1,16.1,,,4,,
2018-09-01T04Z,16.1,16.1,,,4,,
2018-09-01T05Z,16.0,16.0,,,4,,
2018-09-01T06Z,16.0,16.0,,,4,,
2018-09-01T07Z,16.0,15.95,15.9,,4,,
2018-09-01T08Z,15.9,15.9,,,4,,
2018-09-01T09Z,15.9,15.825,15.8,,4,,
2018-09-01T10Z,15.8,15.725,15.7,,4,,
2018-09-01T11Z,15.7,15.7,,,4,,
2018-09-01T12Z,15.7,15.7,,,4,,
2018-09-01T13Z,15.7,15.625,15.6,,4,,
2018-09-01T14Z,15.6,15.575,15.5,,4,,
2018-09-01T15Z,15.5,15.45,15.4,,4,,
2018-09-01T16Z,15.4,15.35,15.3,,4,,
2018-09-01T17Z,15.3,15.3,,,4,,
2018-09-01T18Z,15.3,15.3,,,4,,
2018-09-01T19Z,15.3,15.3,,,4,,
2018-09-01T20Z,15.3,15.225,15.2,,4,,
2018-09-01T21Z,15.2,15.2,,,4,,
2018-09-01T22Z,15.3,15.15,15.0,,4,,
2018-09-01T23Z,15.0,15.0,,,4,,
2018-09-02T00Z,15.0,15.0,,,4,,
2018-09-02T01Z,15.0,15.025,,15.1,4,,
2018-09-02T02Z,15.1,15.1,,,4,,
2018-09-02T03Z,15.1,15.125,,15.2,4,,
2018-09-02T04Z,15.1,15.175,,15.2,4,,
2018-09-02T05Z,15.2,15.2,,,4,,
2018-09-02T06Z,15.2,15.2,,,4,,
2018-09-02T07Z,15.2,15.2,,,4,,
2018-09-02T08Z,15.2,15.2,,,4,,
2018-09-02T09Z,15.2,15.2,,,4,,
2018-09-02T10Z,15.2,15.25,,15.3,4,,
2018-09-02T11Z,15.3,15.3,,,4,,
2018-09-02T12Z,15.3,15.3,,,4,,
2018-09-02T13Z,15.3,15.35,,15.4,4,,
2018-09-02T14Z,15.4,15.4,,,4,,
2018-09-02T15Z,15.4,15.4,,,4,,
2018-09-02T16Z,15.4,15.425,,15.5,4,,
2018-09-02T17Z,15.5,15.6,,15.8,4,,
2018-09-02T18Z,15.9,15.825,15.7,,4,,
2018-09-02T19Z,15.7,15.625,15.6,,4,,
2018-09-02T20Z,15.6,15.6,,,4,,
2018-09-02T21Z,15.6,15.675,,15.7,4,,
2018-09-02T22Z,15.7,15.7,,,4,,
2018-09-02T23Z,15.7,15.7,,,4,,
2018-09-03T00Z,15.6,15.6,,,4,,
2018-09-03T01Z,15.6,15.6,,,4,,
2018-09-03T02Z,15.6,15.575,15.5,,4,,
2018-09-03T03Z,15.5,15.5,,,4,,
2018-09-03T04Z,15.5,15.45,15.4,,4,,
2018-09-03T05Z,15.4,15.4,,,4,,
2018-09-03T06Z,15.4,15.4,,,4,,
2018-09-03T07Z,15.4,15.4,,,4,,
2018-09-03T08Z,15.4,15.45,,15.5,4,,
2018-09-03T09Z,15.5,15.575,,15.6,4,,
2018-09-03T10Z,15.7,15.7,,,4,,
2018-09-03T11Z,15.7,15.8,,15.9,4,,
2018-09-03T12Z,15.9,15.9,,,4,,
2018-09-03T13Z,15.9,15.925,,16.0,4,,
2018-09-03T14Z,16.0,16.075000000000003,,16.1,4,,
2018-09-03T15Z,16.1,16.15,,16.2,4,,
2018-09-03T16Z,16.2,16.225,,16.3,4,,
2018-09-03T17Z,16.3,16.325,,16.4,4,,
2018-09-03T18Z,16.4,16.4,,,4,,
2018-09-03T19Z,16.4,16.424999999999997,,16.5,4,,
2018-09-03T20Z,16.5,16.424999999999997,16.4,,4,,
2018-09-03T21Z,16.4,16.375,16.3,,4,,
2018-09-03T22Z,16.3,16.3,,,4,,
2018-09-03T23Z,16.3,16.225,16.2,,4,,
2018-09-04T00Z,16.2,16.2,,,4,,
2018-09-04T01Z,16.2,16.125,16.1,,4,,
2018-09-04T02Z,16.1,16.1,,,4,,
2018-09-04T03Z,16.1,16.05,16.0,,4,,
2018-09-04T04Z,16.0,15.925,15.9,,4,,
2018-09-04T05Z,15.9,15.85,15.8,,4,,
2018-09-04T06Z,15.8,15.8,,,4,,
2018-09-04T07Z,15.8,15.8,,,4,,
2018-09-04T08Z,15.8,15.75,15.7,,4,,
2018-09-04T09Z,15.7,15.7,,,4,,
2018-09-04T10Z,15.7,15.7,,,4,,
2018-09-04T11Z,15.8,15.8,,,4,,
2018-09-04T12Z,15.8,15.8,,,4,,
2018-09-04T13Z,15.8,15.825,,15.9,4,,
2018-09-04T14Z,15.9,15.925,,16.0,4,,
2018-09-04T15Z,16.0,16.0,,,4,,
2018-09-04T16Z,16.0,16.0,,,4,,
2018-09-04T17Z,16.0,16.05,,16.1,4,,
2018-09-04T18Z,16.0,16.0,,,4,,
2018-09-04T19Z,16.0,16.0,,,4,,
2018-09-04T20Z,16.1,16.1,,,4,,
2018-09-04T21Z,16.1,16.1,,,4,,
2018-09-04T22Z,16.0,16.0,,,4,,
2018-09-04T23Z,16.0,15.95,15.9,,4,,
2018-09-05T00Z,15.9,15.9,,,4,,
2018-09-05T01Z,15.9,15.85,15.8,,4,,
2018-09-05T02Z,15.8,15.75,15.7,,4,,
2018-09-05T03Z,15.7,15.65,15.6,,4,,
2018-09-05T04Z,15.6,15.525,15.5,,4,,
2018-09-05T05Z,15.5,15.425,15.4,,4,,
2018-09-05T06Z,15.4,15.4,,,4,,
