timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2022-07-01T00Z,19.1,19.0,18.9,,4,,
2022-07-01T01Z,18.8,18.7,18.6,,4,,
2022-07-01T02Z,18.5,18.35,18.2,,4,,
2022-07-01T03Z,18.2,18.075,18.0,,4,,
2022-07-01T04Z,18.0,17.975,17.9,,4,,
2022-07-01T05Z,17.9,17.825,17.8,,4,,
2022-07-01T06Z,17.8,17.575,17.4,,4,,
2022-07-01T07Z,17.4,17.375,17.3,,4,,
2022-07-01T08Z,17.4,17.55,,17.7,4,,
2022-07-01T09Z,17.6,17.65,,17.7,4,,
2022-07-01T10Z,17.5,17.5,,,4,,
2022-07-01T11Z,17.5,17.4,17.3,,4,,
2022-07-01T12Z,17.3,17.275,17.2,,4,,
2022-07-01T13Z,17.2,17.1,17.0,,4,,
2022-07-01T14Z,16.9,16.8,16.7,,4,,
2022-07-01T15Z,16.7,16.6,16.5,,4,,
2022-07-01T16Z,16.5,16.475,16.4,,4,,
2022-07-01T17Z,16.5,16.5,,,4,,
2022-07-01T18Z,16.4,16.4,,,4,,
2022-07-01T19Z,16.4,16.375,16.3,,4,,
2022-07-01T20Z,16.3,16.25,16.2,,4,,
2022-07-01T21Z,16.1,16.025000000000002,15.9,,4,,
2022-07-01T22Z,15.9,15.85,15.8,,4,,
2022-07-01T23Z,16.0,15.8,15.6,,4,,
2022-07-02T00Z,15.6,15.525,15.5,,4,,
2022-07-02T01Z,15.5,15.425,15.4,,4,,
2022-07-02T02Z,15.4,15.4,,,4,,
2022-07-02T03Z,15.4,15.3,15.2,,4,,
2022-07-02T04Z,15.3,15.25,15.2,,4,,
2022-07-02T05Z,15.2,15.2,,,4,,
2022-07-02T06Z,15.1,15.175,,15.2,4,,
2022-07-02T07Z,15.2,15.25,,15.3,4,,
2022-07-02T08Z,15.3,15.35,,15.4,4,,
2022-07-02T09Z,15.4,15.5,,15.6,4,,
2022-07-02T10Z,15.6,15.725,,15.8,4,,
2022-07-02T11Z,15.9,16.025,,16.1,4,,
2022-07-02T12Z,16.2,16.35,,16.5,4,,
2022-07-02T13Z,16.5,16.65,,16.8,4,,
2022-07-02T14Z,16.8,16.9,,17.0,4,,
2022-07-02T15Z,17.1,17.15,,17.2,4,,
2022-07-02T16Z,17.2,17.275,,17.3,4,,
2022-07-02T17Z,17.4,17.675,,17.9,4,,
2022-07-02T18Z,17.9,17.95,,18.0,4,,
2022-07-02T19Z,18.0,17.9,17.8,,4,,
2022-07-02T20Z,17.9,17.924999999999997,,18.0,4,,
2022-07-02T21Z,17.9,17.9,,,4,,
2022-07-02T22Z,17.7,17.6,17.5,,4,,
2022-07-02T23Z,17.5,17.475,17.4,,4,,
2022-07-03T00Z,17.4,17.325,17.3,,4,,
2022-07-03T01Z,17.2,17.15,17.1,,4,,
2022-07-03T02Z,17.0,16.95,16.9,,4,,
2022-07-03T03Z,16.8,16.725,16.7,,4,,
2022-07-03T04Z,16.6,16.55,16.5,,4,,
2022-07-03T05Z,16.5,16.424999999999997,16.4,,4,,
2022-07-03T06Z,16.4,16.4,,,4,,
2022-07-03T07Z,16.5,16.475,16.4,,4,,
2022-07-03T08Z,16.5,16.575,,16.7,4,,
2022-07-03T09Z,16.7,16.825,,16.9,4,,
2022-07-03T10Z,17.0,17.15,,17.3,4,,
2022-07-03T11Z,17.4,17.55,,17.7,4,,
2022-07-03T12Z,17.8,18.0,,18.2,4,,
2022-07-03T13Z,18.3,18.45,,18.6,4,,
2022-07-03T14Z,18.7,18.85,,19.0,4,,
2022-07-03T15Z,19.0,19.075,,19.2,4,,
2022-07-03T16Z,19.3,19.325,,19.4,4,,
2022-07-03T17Z,19.4,19.475,,19.5,4,,
2022-07-03T18Z,19.6,19.725,,20.0,4,,
2022-07-03T19Z,20.0,20.0,,,4,,
2022-07-03T20Z,20.0,20.0,,,4,,
2022-07-03T21Z,20.0,19.95,19.9,,4,,
2022-07-03T22Z,19.9,19.85,19.8,,4,,
2022-07-03T23Z,19.8,19.6,19.4,,4,,
2022-07-04T00Z,19.3,19.25,19.2,,4,,
2022-07-04T01Z,19.2,19.15,19.1,,4,,
2022-07-04T02Z,19.1,19.05,19.0,,4,,
2022-07-04T03Z,19.0,18.875,18.8,,4,,
2022-07-04T04Z,18.8,18.775,18.7,,4,,
2022-07-04T05Z,19.0,18.925,18.8,,4,,
2022-07-04T06Z,18.8,18.7,18.6,,4,,
2022-07-04T07Z,18.6,18.525,18.4,,4,,
2022-07-04T08Z,18.4,18.4,,,4,,
2022-07-04T09Z,18.4,18.45,,18.5,4,,
2022-07-04T10Z,18.6,18.6,,,4,,
2022-07-04T11Z,18.7,18.65,18.6,,4,,
2022-07-04T12Z,18.8,18.95,,19.1,4,,
2022-07-04T13Z,19.1,19.175,,19.2,4,,
2022-07-04T14Z,19.3,19.4,,19.5,4,,
2022-07-04T15Z,19.6,19.675,,19.8,4,,
2022-07-04T16Z,19.8,19.9,,20.0,4,,
2022-07-04T17Z,20.1,20.15,,20.2,4,,
2022-07-04T18Z,20.3,20.3,,,4,,
2022-07-04T19Z,20.3,20.3,,,4,,
2022-07-04T20Z,20.3,20.325,,20.4,4,,
2022-07-04T21Z,20.3,20.225,20.2,,4,,
2022-07-04T22Z,20.2,19.975,19.7,,4,,
2022-07-04T23Z,19.7,19.6,19.5,,4,,
2022-07-05T00Z,19.5,19.35,19.2,,4,,
2022-07-05T01Z,19.2,19.15,19.1,,4,,
2022-07-05T02Z,19.0,18.9,18.8,,4,,
2022-07-05T03Z,18.7,18.6,18.5,,4,,
2022-07-05T04Z,18.4,18.325,18.2,,4,,
2022-07-05T05Z,18.2,18.075,18.0,,4,,
2022-07-05T06Z,17.9,18.1,,18.2,4,,
2022-07-05T07Z,18.1,18.025,17.9,,4,,
2022-07-05T08Z,17.9,17.9,,,4,,
2022-07-05T09Z,18.0,18.0,,,4,,
2022-07-05T10Z,18.1,18.175,,18.3,4,,
2022-07-05T11Z,18.3,18.4,,18.5,4,,
2022-07-05T12Z,18.5,18.575000000000003,,18.6,4,,
2022-07-05T13Z,18.7,18.7,,,4,,
2022-07-05T14Z,18.7,18.825,,18.9,4,,
2022-07-05T15Z,19.0,18.975,18.9,,4,,
2022-07-05T16Z,19.0,19.025,,19.1,4,,
2022-07-05T17Z,19.1,19.025,19.0,,4,,
2022-07-05T18Z,19.0,19.0,,,4,,
2022-07-05T19Z,19.0,18.95,18.9,,4,,
2022-07-05T20Z,18.7,18.6,18.5,,4,,
2022-07-05T21Z,18.4,18.325,18.2,,4,,
2022-07-05T22Z,18.2,18.075,18.0,,4,,
2022-07-05T23Z,17.9,17.85,17.8,,4,,
2022-07-06T00Z,17.7,17.625,17.5,,4,,
2022-07-06T01Z,17.5,17.4,17.3,,4,,
2022-07-06T02Z,17.3,17.2,17.1,,4,,
2022-07-06T03Z,17.1,16.95,16.9,,4,,
2022-07-06T04Z,16.8,16.725,16.7,,4,,
2022-07-06T05Z,16.7,16.625,16.6,,4,,
2022-07-06T06Z,16.7,16.849999999999998,,16.9,4,,
2022-07-06T07Z,17.0,17.0,,,4,,
2022-07-06T08Z,16.9,16.95,,17.0,4,,
2022-07-06T09Z,17.1,17.175,,17.2,4,,
2022-07-06T10Z,17.2,17.375,,17.6,4,,
2022-07-06T11Z,17.6,17.725,,17.8,4,,
2022-07-06T12Z,18.0,18.075,,18.2,4,,
2022-07-06T13Z,18.2,18.3,,18.4,4,,
2022-07-06T14Z,18.5,18.6,,18.7,4,,
2022-07-06T15Z,18.7,18.75,,18.8,4,,
2022-07-06T16Z,18.8,18.85,,18.9,4,,
2022-07-06T17Z,19.0,19.05,,19.1,4,,
2022-07-06T18Z,19.1,19.175,,19.2,4,,
2022-07-06T19Z,19.2,19.2,,,4,,
2022-07-06T20Z,19.2,19.225,,19.3,4,,
2022-07-06T21Z,19.2,19.25,,19.3,4,,
2022-07-06T22Z,19.3,19.35,,19.4,4,,
2022-07-06T23Z,19.1,18.975,18.9,,4,,
2022-07-07T00Z,18.8,18.75,18.7,,4,,
2022-07-07T01Z,18.6,18.55,18.5,,4,,
2022-07-07T02Z,18.4,18.3,18.2,,4,,
2022-07-07T03Z,18.1,18.0,17.9,,4,,
2022-07-07T04Z,17.8,17.7,17.6,,4,,
2022-07-07T05Z,17.5,17.625,,17.8,4,,
2022-07-07T06Z,17.9,17.725,17.5,,4,,
2022-07-07T07Z,17.4,17.35,17.3,,4,,
2022-07-07T08Z,17.2,17.2,,,4,,
2022-07-07T09Z,17.2,17.25,,17.3,4,,
2022-07-07T10Z,17.2,17.2,,,4,,
2022-07-07T11Z,17.3,17.375,,17.5,4,,
2022-07-07T12Z,17.5,17.5,,,4,,
2022-07-07T13Z,17.5,17.6,,17.7,4,,
2022-07-07T14Z,17.6,17.625,,17.7,4,,
2022-07-07T15Z,17.8,17.775,17.7,,4,,
2022-07-07T16Z,17.8,17.875,,17.9,4,,
2022-07-07T17Z,17.9,17.9,,,4,,
2022-07-07T18Z,17.9,17.9,,,4,,
