timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2026-09-01T00Z,19.3,19.4,,19.5,4,,
2026-09-01T01Z,19.4,19.35,19.3,,4,,
2026-09-01T02Z,19.4,19.375,19.3,,4,,
2026-09-01T03Z,19.3,19.35,,19.4,4,,
2026-09-01T04Z,19.3,19.25,19.2,,4,,
2026-09-01T05Z,19.2,19.1,19.0,,4,,
2026-09-01T06Z,19.0,19.0,,,4,,
2026-09-01T07Z,18.9,19.0,,19.1,4,,
2026-09-01T08Z,19.1,19.2,,19.3,4,,
2026-09-01T09Z,19.3,19.4,,19.5,4,,
2026-09-01T10Z,19.6,19.65,,19.7,4,,
2026-09-01T11Z,19.7,19.775,,19.8,4,,
2026-09-01T12Z,19.8,19.9,,20.0,4,,
2026-09-01T13Z,20.0,20.075000000000003,,20.1,4,,
2026-09-01T14Z,20.0,20.1,,20.2,4,,
2026-09-01T15Z,20.2,20.125,20.1,,4,,
2026-09-01T16Z,20.2,20.15,20.1,,4,,
2026-09-01T17Z,20.0,20.0,,,4,,
2026-09-01T18Z,19.9,19.9,,,4,,
2026-09-01T19Z,19.8,19.825,,19.9,4,,
2026-09-01T20Z,19.8,19.75,19.7,,4,,
2026-09-01T21Z,19.7,19.725,,19.8,4,,
2026-09-01T22Z,19.6,19.575000000000003,19.5,,4,,
2026-09-01T23Z,19.6,19.675,,19.8,4,,
2026-09-02T00Z,19.7,19.75,,19.8,4,,
2026-09-02T01Z,19.8,19.75,19.7,,4,,
2026-09-02T02Z,19.6,19.675,,19.8,4,,
2026-09-02T03Z,19.8,19.625,19.5,,4,,
2026-09-02T04Z,19.2,19.025,18.9,,4,,
2026-09-02T05Z,18.8,18.675,18.6,,4,,
2026-09-02T06Z,18.6,18.625,,18.7,4,,
2026-09-02T07Z,18.6,18.65,,18.7,4,,
2026-09-02T08Z,18.7,18.75,,18.8,4,,
2026-09-02T09Z,18.9,18.975,,19.1,4,,
2026-09-02T10Z,19.1,19.15,,19.2,4,,
2026-09-02T11Z,19.2,19.25,,19.3,4,,
2026-09-02T12Z,19.4,19.5,,19.6,4,,
2026-09-02T13Z,19.8,19.8,,,4,,
2026-09-02T14Z,19.8,19.875,,19.9,4,,
2026-09-02T15Z,19.8,19.875,,20.0,4,,
2026-09-02T16Z,19.9,19.825,19.7,,4,,
2026-09-02T17Z,19.7,19.75,,19.8,4,,
2026-09-02T18Z,19.6,19.55,19.5,,4,,
2026-09-02T19Z,19.7,19.775,,19.8,4,,
2026-09-02T20Z,19.8,19.725,19.7,,4,,
2026-09-02T21Z,19.7,19.65,19.6,,4,,
2026-09-02T22Z,19.6,19.525,19.5,,4,,
2026-09-02T23Z,19.5,19.425,19.2,19.6,4,,
2026-09-03T00Z,19.1,19.0,18.9,,4,,
2026-09-03T01Z,18.9,18.825,18.8,,4,,
2026-09-03T02Z,18.8,18.75,18.7,,4,,
2026-09-03T03Z,18.7,18.65,18.6,,4,,
2026-09-03T04Z,18.6,18.575000000000003,18.5,,4,,
2026-09-03T05Z,18.6,18.525,18.5,,4,,
2026-09-03T06Z,18.5,18.5,,,4,,
2026-09-03T07Z,18.4,18.5,,18.6,4,,
2026-09-03T08Z,18.6,18.725,,18.8,4,,
2026-09-03T09Z,18.8,18.925,,19.0,4,,
2026-09-03T10Z,19.0,19.075000000000003,,19.1,4,,
2026-09-03T11Z,19.2,19.35,,19.5,4,,
2026-09-03T12Z,19.5,19.525,,19.6,4,,
2026-09-03T13Z,19.6,19.525,19.5,,4,,
2026-09-03T14Z,19.7,19.65,19.6,,4,,
2026-09-03T15Z,19.6,19.75,,19.9,4,,
2026-09-03T16Z,19.9,19.725,19.6,,4,,
2026-09-03T17Z,19.6,19.575000000000003,19.5,,4,,
2026-09-03T18Z,19.5,19.425,19.4,,4,,
2026-09-03T19Z,19.3,19.3,,,4,,
2026-09-03T20Z,19.3,19.225,19.2,,4,,
2026-09-03T21Z,19.2,19.125,19.1,,4,,
2026-09-03T22Z,19.2,19.225,,19.3,4,,
2026-09-03T23Z,19.2,19.275,,19.3,4,,
2026-09-04T00Z,19.3,19.3,,,4,,
2026-09-04T01Z,19.3,19.25,19.2,,4,,
2026-09-04T02Z,19.2,19.225,,19.3,4,,
2026-09-04T03Z,19.2,19.1,19.0,,4,,
2026-09-04T04Z,19.1,19.075000000000003,19.0,,4,,
2026-09-04T05Z,19.0,19.025,,19.1,4,,
2026-09-04T06Z,19.0,18.95,18.9,,4,,
2026-09-04T07Z,19.0,19.025,,19.1,4,,
2026-09-04T08Z,19.1,19.225,,19.3,4,,
2026-09-04T09Z,19.4,19.525,,19.6,4,,
2026-09-04T10Z,19.7,19.825,,19.9,4,,
2026-09-04T11Z,20.0,20.125,,20.2,4,,
2026-09-04T12Z,20.3,20.45,,20.6,4,,
2026-09-04T13Z,20.6,20.675,,20.8,4,,
2026-09-04T14Z,20.8,20.8,20.7,20.9,4,,
2026-09-04T15Z,20.7,20.675,20.6,,4,,
2026-09-04T16Z,20.8,20.75,20.6,20.9,4,,
2026-09-04T17Z,20.6,20.525,20.4,,4,,
2026-09-04T18Z,20.3,20.3,20.2,20.4,4,,
2026-09-04T19Z,20.1,20.125,,20.2,4,,
2026-09-04T20Z,20.0,19.95,19.9,,4,,
2026-09-04T21Z,19.8,19.775,19.7,,4,,
2026-09-04T22Z,19.7,19.775,,19.8,4,,
2026-09-04T23Z,19.8,19.8,,,4,,
2026-09-05T00Z,19.7,19.775,,19.8,4,,
2026-09-05T01Z,19.9,19.775,19.7,,4,,
2026-09-05T02Z,19.7,19.75,,19.8,4,,
2026-09-05T03Z,19.7,19.575,19.5,,4,,
2026-09-05T04Z,19.5,19.45,19.4,,4,,
2026-09-05T05Z,19.4,19.35,19.3,,4,,
2026-09-05T06Z,19.3,19.275,19.2,,4,,
