timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,source_id
2023-01-01T00Z,1021.3,,,1,,,46586
2023-01-01T01Z,1021.7,,,1,,,46586
2023-01-01T02Z,1022.3,,,1,,,46586
2023-01-01T03Z,1022.3,,,1,,,46586
2023-01-01T04Z,1022.8,,,1,,,46586
2023-01-01T05Z,1022.9,,,1,,,46586
2023-01-01T06Z,1023.2,,,1,,,46586
2023-01-01T07Z,1023.6,,,1,,,46586
2023-01-01T08Z,1024.3,,,1,,,46586
2023-01-01T09Z,1024.3,,,1,,,46586
2023-01-01T10Z,1024.3,,,1,,,46586
2023-01-01T11Z,1023.0,,,1,,,46586
2023-01-01T12Z,1022.4,,,1,,,46586
2023-01-01T13Z,1021.7,,,1,,,46586
2023-01-01T14Z,1021.8,,,1,,,46586
2023-01-01T15Z,1022.3,,,1,,,46586
2023-01-01T16Z,1022.8,,,1,,,46586
2023-01-01T17Z,1023.1,,,1,,,46586
2023-01-01T18Z,1022.8,,,1,,,46586
2023-01-01T19Z,1022.7,,,1,,,46586
2023-01-01T20Z,1022.3,,,1,,,46586
2023-01-01T21Z,1022.0,,,1,,,46586
2023-01-01T22Z,1022.9,,,1,,,46586
2023-01-01T23Z,1023.1,,,1,,,46586
2023-01-02T00Z,1022.3,,,1,,,46586
2023-01-02T01Z,1022.3,,,1,,,46586
2023-01-02T02Z,1022.5,,,1,,,46586
2023-01-02T03Z,1022.3,,,1,,,46586
2023-01-02T04Z,1021.7,,,1,,,46586
2023-01-02T05Z,1022.0,,,1,,,46586
2023-01-02T06Z,1022.1,,,1,,,46586
2023-01-02T07Z,1022.4,,,1,,,46586
2023-01-02T08Z,1022.6,,,1,,,46586
2023-01-02T09Z,1022.4,,,1,,,46586
2023-01-02T10Z,1021.8,,,1,,,46586
2023-01-02T11Z,1020.5,,,1,,,46586
2023-01-02T12Z,1020.4,,,1,,,46586
2023-01-02T13Z,1020.4,,,1,,,46586
2023-01-02T14Z,1021.1,,,1,,,46586
2023-01-02T15Z,1021.9,,,1,,,46586
2023-01-02T16Z,1022.7,,,1,,,46586
2023-01-02T17Z,1023.5,,,1,,,46586
2023-01-02T18Z,1024.5,,,1,,,46586
2023-01-02T19Z,1025.09,,,1,,,46586
2023-01-02T20Z,1025.4,,,1,,,46586
2023-01-02T21Z,1025.9,,,1,,,46586
2023-01-02T22Z,1026.7,,,1,,,46586
2023-01-02T23Z,1027.4,,,1,,,46586
2023-01-03T00Z,1027.59,,,1,,,46586
2023-01-03T01Z,1028.4,,,1,,,46586
2023-01-03T02Z,1029.0,,,1,,,46586
2023-01-03T03Z,1029.5,,,1,,,46586
2023-01-03T04Z,1029.59,,,1,,,46586
2023-01-03T05Z,1029.8,,,1,,,46586
2023-01-03T06Z,1030.2,,,1,,,46586
2023-01-03T07Z,1030.4,,,1,,,46586
2023-01-03T08Z,1031.0,,,1,,,46586
2023-01-03T09Z,1031.8,,,1,,,46586
2023-01-03T10Z,1032.0,,,1,,,46586
2023-01-03T11Z,1031.7,,,1,,,46586
2023-01-03T12Z,1031.4,,,1,,,46586
2023-01-03T13Z,1031.0,,,1,,,46586
2023-01-03T14Z,1030.9,,,1,,,46586
2023-01-03T15Z,1031.2,,,1,,,46586
2023-01-03T16Z,1031.7,,,1,,,46586
2023-01-03T17Z,1031.9,,,1,,,46586
2023-01-03T18Z,1032.5,,,1,,,46586
2023-01-03T19Z,1032.59,,,1,,,46586
2023-01-03T20Z,1032.2,,,1,,,46586
2023-01-03T21Z,1032.7,,,1,,,46586
2023-01-03T22Z,1032.7,,,1,,,46586
2023-01-03T23Z,1032.4,,,1,,,46586
2023-01-04T00Z,1032.4,,,1,,,46586
