timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,source_id
2016-12-01T00Z,1031.7,,,1,,,46586
2016-12-01T01Z,1031.8,,,1,,,46586
2016-12-01T02Z,1031.4,,,1,,,46586
2016-12-01T03Z,1031.4,,,1,,,46586
2016-12-01T04Z,1031.3,,,1,,,46586
2016-12-01T05Z,1030.8,,,1,,,46586
2016-12-01T06Z,1030.2,,,1,,,46586
2016-12-01T07Z,1029.9,,,1,,,46586
2016-12-01T08Z,1029.4,,,1,,,46586
2016-12-01T09Z,1028.5,,,1,,,46586
2016-12-01T10Z,1028.2,,,1,,,46586
2016-12-01T11Z,1027.0,,,1,,,46586
2016-12-01T12Z,1026.3,,,1,,,46586
2016-12-01T13Z,1025.7,,,1,,,46586
2016-12-01T14Z,1025.3,,,1,,,46586
2016-12-01T15Z,1025.2,,,1,,,46586
2016-12-01T16Z,1024.7,,,1,,,46586
2016-12-01T17Z,1024.3,,,1,,,46586
2016-12-01T18Z,1024.7,,,1,,,46586
2016-12-01T19Z,1025.0,,,1,,,46586
2016-12-01T20Z,1024.9,,,1,,,46586
2016-12-01T21Z,1025.3,,,1,,,46586
2016-12-01T22Z,1025.3,,,1,,,46586
2016-12-01T23Z,1025.09,,,1,,,46586
2016-12-02T00Z,1024.4,,,1,,,46586
2016-12-02T01Z,1024.09,,,1,,,46586
2016-12-02T02Z,1023.7,,,1,,,46586
2016-12-02T03Z,1023.0,,,1,,,46586
2016-12-02T04Z,1023.1,,,1,,,46586
2016-12-02T05Z,1023.2,,,1,,,46586
2016-12-02T06Z,1023.4,,,1,,,46586
2016-12-02T07Z,1023.3,,,1,,,46586
2016-12-02T08Z,1023.1,,,1,,,46586
2016-12-02T09Z,1023.1,,,1,,,46586
2016-12-02T10Z,1022.7,,,1,,,46586
2016-12-02T11Z,1022.3,,,1,,,46586
2016-12-02T12Z,1022.3,,,1,,,46586
2016-12-02T13Z,1021.7,,,1,,,46586
2016-12-02T14Z,1021.8,,,1,,,46586
2016-12-02T15Z,1021.9,,,1,,,46586
2016-12-02T16Z,1022.2,,,1,,,46586
2016-12-02T17Z,1022.6,,,1,,,46586
2016-12-02T18Z,1023.0,,,1,,,46586
2016-12-02T19Z,1022.9,,,1,,,46586
2016-12-02T20Z,1023.2,,,1,,,46586
2016-12-02T21Z,1023.0,,,1,,,46586
2016-12-02T22Z,1022.9,,,1,,,46586
2016-12-02T23Z,1023.3,,,1,,,46586
2016-12-03T00Z,1023.4,,,1,,,46586
2016-12-03T01Z,1023.3,,,1,,,46586
2016-12-03T02Z,1023.4,,,1,,,46586
2016-12-03T03Z,1023.7,,,1,,,46586
2016-12-03T04Z,1023.9,,,1,,,46586
2016-12-03T05Z,1024.0,,,1,,,46586
2016-12-03T06Z,1024.2,,,1,,,46586
2016-12-03T07Z,1024.4,,,1,,,46586
2016-12-03T08Z,1024.9,,,1,,,46586
2016-12-03T09Z,1025.3,,,1,,,46586
2016-12-03T10Z,1025.59,,,1,,,46586
2016-12-03T11Z,1024.9,,,1,,,46586
2016-12-03T12Z,1024.4,,,1,,,46586
2016-12-03T13Z,1024.59,,,1,,,46586
2016-12-03T14Z,1025.0,,,1,,,46586
2016-12-03T15Z,1025.4,,,1,,,46586
2016-12-03T16Z,1025.4,,,1,,,46586
2016-12-03T17Z,1025.9,,,1,,,46586
2016-12-03T18Z,1026.0,,,1,,,46586
2016-12-03T19Z,1026.4,,,1,,,46586
2016-12-03T20Z,1026.7,,,1,,,46586
2016-12-03T21Z,1027.0,,,1,,,46586
2016-12-03T22Z,1026.8,,,1,,,46586
2016-12-03T23Z,1027.09,,,1,,,46586
2016-12-04T00Z,1027.3,,,1,,,46586
2016-12-04T01Z,1027.3,,,1,,,46586
2016-12-04T02Z,1027.8,,,1,,,46586
2016-12-04T03Z,1027.7,,,1,,,46586
2016-12-04T04Z,1027.8,,,1,,,46586
2016-12-04T05Z,1027.9,,,1,,,46586
2016-12-04T06Z,1028.3,,,1,,,46586
2016-12-04T07Z,1028.7,,,1,,,46586
2016-12-04T08Z,1029.3,,,1,,,46586
2016-12-04T09Z,1029.4,,,1,,,46586
2016-12-04T10Z,1029.3,,,1,,,46586
2016-12-04T11Z,1029.09,,,1,,,46586
2016-12-04T12Z,1029.09,,,1,,,46586
2016-12-04T13Z,1029.0,,,1,,,46586
2016-12-04T14Z,1029.09,,,1,,,46586
2016-12-04T15Z,1029.3,,,1,,,46586
2016-12-04T16Z,1029.4,,,1,,,46586
2016-12-04T17Z,1029.8,,,1,,,46586
2016-12-04T18Z,1029.9,,,1,,,46586
2016-12-04T19Z,1030.0,,,1,,,46586
2016-12-04T20Z,1030.2,,,1,,,46586
2016-12-04T21Z,1030.09,,,1,,,46586
2016-12-04T22Z,1030.2,,,1,,,46586
2016-12-04T23Z,1030.2,,,1,,,46586
2016-12-05T00Z,1030.2,,,1,,,46586
2016-12-05T01Z,1030.2,,,1,,,46586
2016-12-05T02Z,1030.5,,,1,,,46586
2016-12-05T03Z,1030.3,,,1,,,46586
2016-12-05T04Z,1030.2,,,1,,,46586
2016-12-05T05Z,1030.2,,,1,,,46586
2016-12-05T06Z,1030.4,,,1,,,46586
2016-12-05T07Z,1030.5,,,1,,,46586
2016-12-05T08Z,1030.7,,,1,,,46586
2016-12-05T09Z,1030.9,,,1,,,46586
2016-12-05T10Z,1030.7,,,1,,,46586
2016-12-05T11Z,1029.7,,,1,,,46586
2016-12-05T12Z,1029.3,,,1,,,46586
2016-12-05T13Z,1029.2,,,1,,,46586
2016-12-05T14Z,1029.09,,,1,,,46586
2016-12-05T15Z,1029.2,,,1,,,46586
2016-12-05T16Z,1029.7,,,1,,,46586
2016-12-05T17Z,1030.09,,,1,,,46586
2016-12-05T18Z,1030.7,,,1,,,46586
2016-12-05T19Z,1030.8,,,1,,,46586
2016-12-05T20Z,1031.09,,,1,,,46586
2016-12-05T21Z,1031.0,,,1,,,46586
2016-12-05T22Z,1031.09,,,1,,,46586
2016-12-05T23Z,1031.59,,,1,,,46586
2016-12-06T00Z,1031.5,,,1,,,46586
2016-12-06T01Z,1031.9,,,1,,,46586
2016-12-06T02Z,1032.2,,,1,,,46586
2016-12-06T03Z,1032.3,,,1,,,46586
2016-12-06T04Z,1032.59,,,1,,,46586
2016-12-06T05Z,1032.7,,,1,,,46586
2016-12-06T06Z,1032.9,,,1,,,46586
2016-12-06T07Z,1033.0,,,1,,,46586
2016-12-06T08Z,1033.5,,,1,,,46586
2016-12-06T09Z,1033.8,,,1,,,46586
2016-12-06T10Z,1033.4,,,1,,,46586
2016-12-06T11Z,1032.59,,,1,,,46586
2016-12-06T12Z,1031.7,,,1,,,46586
2016-12-06T13Z,1031.3,,,1,,,46586
2016-12-06T14Z,1031.5,,,1,,,46586
2016-12-06T15Z,1032.9,,,1,,,46586
