,wassertemp_q0.01,wassertemp_q0.05,wassertemp_q0.25,wassertemp_q0.5,wassertemp_q0.75,wassertemp_q0.95,wassertemp_q0.99,airtemp_96_q0.01,airtemp_96_q0.05,airtemp_96_q0.25,airtemp_96_q0.5,airtemp_96_q0.75,airtemp_96_q0.95,airtemp_96_q0.99,pressure_96_q0.01,pressure_96_q0.05,pressure_96_q0.25,pressure_96_q0.5,pressure_96_q0.75,pressure_96_q0.95,pressure_96_q0.99
2026-05-04 18:00:00+00:00,11.878965,12.737128,13.724983,14.3411665,14.95735,15.945206,16.80337,1.9354353,6.700813,12.70253,16.624187,20.545847,26.547564,31.312939,992.51666,1000.1837,1008.424,1013.38116,1018.33826,1026.5786,1034.2456
2026-05-04 19:00:00+00:00,11.8342705,12.70249,13.699286,14.3201885,14.94109,15.937887,16.806107,1.5164452,6.161795,11.967415,15.746011,19.524607,25.330227,29.975582,992.4514,1000.31744,1008.64575,1013.6158,1018.5859,1026.9142,1034.7802
2026-05-04 20:00:00+00:00,11.664584,12.578191,13.622,14.270532,14.919064,15.962872,16.87648,1.2485666,5.6454067,11.155842,14.747451,18.33906,23.849495,28.246338,992.76184,1000.5566,1008.9661,1014.03534,1019.1046,1027.5142,1035.3088
2026-05-04 21:00:00+00:00,11.62558,12.522043,13.548041,14.186087,14.824131,15.85013,16.746593,0.87631226,5.0766664,10.279587,13.650493,17.021399,22.22432,26.424679,992.87854,1000.96313,1009.4746,1014.53864,1019.60266,1028.1141,1036.1987
2026-05-04 22:00:00+00:00,11.560277,12.446453,13.455601,14.081517,14.707435,15.716581,16.602758,0.42246246,4.4327593,9.380042,12.578623,15.777203,20.724485,24.734783,993.3687,1001.2355,1009.77734,1014.94385,1020.11035,1028.6522,1036.5189
2026-05-04 23:00:00+00:00,11.406803,12.312925,13.335289,13.966332,14.597376,15.61974,16.525862,0.079517365,3.9001837,8.576292,11.5872555,14.59822,19.274328,23.094994,993.75446,1001.6685,1010.24304,1015.4234,1020.6037,1029.1782,1037.0923
2026-05-05 00:00:00+00:00,11.246188,12.157981,13.181293,13.811158,14.441023,15.4643345,16.37613,-0.12051296,3.5381403,7.9698386,10.808245,13.64665,18.078348,21.737001,994.2204,1002.039,1010.54736,1015.69965,1020.852,1029.3604,1037.179
2026-05-05 01:00:00+00:00,11.07899,11.996654,13.017124,13.642204,14.267284,15.287756,16.20542,-0.5845299,3.0034246,7.3041377,10.043769,12.783401,17.084112,20.672071,994.6052,1002.40076,1010.902,1016.05585,1021.20966,1029.7109,1037.5065
2026-05-05 02:00:00+00:00,10.902586,11.845802,12.883904,13.516321,14.148738,15.18684,16.130058,-0.9154339,2.625863,6.874893,9.582996,12.2911,16.540129,20.08143,994.84656,1002.5979,1011.0845,1016.24023,1021.396,1029.8826,1037.634
2026-05-05 03:00:00+00:00,10.781115,11.736719,12.774802,13.402842,14.03088,15.068963,16.024569,-1.101758,2.43122,6.6394215,9.311382,11.983343,16.191542,19.724522,994.9222,1002.7131,1011.1995,1016.34125,1021.483,1029.9695,1037.7604
2026-05-05 04:00:00+00:00,10.656097,11.630775,12.682721,13.316952,13.951181,15.003128,15.977806,-1.2018261,2.3787928,6.6768546,9.416827,12.1568,16.454863,20.03548,994.7991,1002.6401,1011.1878,1016.36884,1021.54987,1030.0975,1037.9386
2026-05-05 05:00:00+00:00,10.643636,11.603038,12.638576,13.262939,13.887302,14.92284,15.882242,-1.2107878,2.566801,7.089333,9.968458,12.847584,17.370115,21.147709,994.8683,1002.587,1011.11804,1016.3269,1021.5357,1030.0668,1037.7855
2026-05-05 06:00:00+00:00,10.525942,11.522503,12.590539,13.232067,13.873594,14.941631,15.938192,-1.0627728,2.9040613,7.69365,10.756201,13.81875,18.60834,22.575176,994.6952,1002.4813,1011.06226,1016.2936,1021.52484,1030.1058,1037.892
2026-05-05 07:00:00+00:00,10.458817,11.476091,12.5638,13.216334,13.868869,14.956577,15.973853,-0.5931492,3.5496368,8.605146,11.855493,15.105839,20.161346,24.304136,994.2083,1002.1786,1010.8803,1016.1589,1021.43744,1030.1392,1038.1094
2026-05-05 08:00:00+00:00,10.474379,11.488838,12.585213,13.246708,13.908204,15.004579,16.01904,-0.12279892,4.2974663,9.7474575,13.270046,16.792635,22.242626,26.662891,993.9758,1001.8082,1010.491,1015.8009,1021.1108,1029.7936,1037.626
2026-05-05 09:00:00+00:00,10.480526,11.509812,12.632767,13.313709,13.994652,15.117605,16.146893,0.29849815,5.0179133,10.862495,14.648703,18.43491,24.279493,28.998905,993.5548,1001.41766,1010.1788,1015.5509,1020.9231,1029.6842,1037.547
2026-05-05 10:00:00+00:00,10.579098,11.602788,12.722513,13.402425,14.082336,15.202062,16.225754,0.67734146,5.710145,11.974533,16.043259,20.111984,26.37637,31.409176,993.05634,1000.98505,1009.7395,1015.08185,1020.42413,1029.1786,1037.1073
2026-05-05 11:00:00+00:00,10.682474,11.707157,12.835989,13.524023,14.212056,15.340888,16.365572,1.0497074,6.326597,12.978437,17.326866,21.675297,28.327133,33.604027,992.77893,1000.5928,1009.2926,1014.62506,1019.9575,1028.6573,1036.4712
